資料範圍,報告年度,公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開),管理職女性主管占比,職業災害人數,職業災害人數及比率-比率,職業災害-類別,火災-件數,火災-死傷人數,火災-比率(死傷人數/員工總人數),風險等級,漂綠標籤,網絡中心性,異常標籤
上市,2021,2478,大毅,1123.0,1009.0,741.0,585.0,0.2667,6.0,0.006,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2480,敦陽科,1222.0,1040.0,1004.0,932.0,0.2612,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2481,強茂,1014.0,866.0,770.0,619.0,0.4234,23.0,0.0155,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2482,連宇,923.0,783.0,723.0,576.0,0.2581,2.0,0.0107,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2483,百容,653.0,557.0,530.0,471.0,0.1,20.0,0.03,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2484,希華,772.0,653.0,655.0,582.0,0.31,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2485,兆赫,657.0,542.0,574.0,431.0,0.233,20.0,0.02,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2486,一詮,909.0,787.0,739.0,629.0,0.135,14.0,0.0165,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2488,漢平,762.0,611.0,735.0,637.0,0.52,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2489,瑞軒,1942.0,1756.0,1683.0,1378.0,0.3871,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2491,吉祥全,961.0,844.0,544.0,522.0,0.06,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2492,華新科,926.0,791.0,802.0,595.0,0.443,5.0,0.0017,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2493,揚博,1218.0,1058.0,1012.0,867.0,0.33,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2495,普安,1026.0,886.0,885.0,772.0,0.175,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2496,卓越,1303.0,1005.0,599.0,586.0,1.0,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2497,怡利電,764.0,649.0,613.0,572.0,0.0051,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2498,宏達電,1221.0,1029.0,1175.0,949.0,0.2624,3.0,0.0015,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2501,國建,1434.0,1269.0,1042.0,941.0,0.2581,1.0,0.0066,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2504,國產,1454.0,1332.0,924.0,883.0,0.229,3.0,0.0049,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2505,國揚,1599.0,1334.0,1045.0,926.0,0.4286,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2506,太設,716.0,598.0,805.0,740.0,0.31,1.0,0.0135,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2509,全坤建,899.0,739.0,755.0,737.0,0.6667,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2511,太子,1456.0,1263.0,869.0,856.0,0.354,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2514,龍邦,1750.0,1559.0,770.0,703.0,0.8,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2515,中工,1160.0,1009.0,759.0,705.0,0.24,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2516,新建,969.0,834.0,623.0,560.0,0.13,4.0,0.0056,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2520,冠德,2123.0,1856.0,1312.0,1105.0,0.3333,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2524,京城,1949.0,1598.0,1106.0,996.0,0.2857,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2527,宏璟,1414.0,1157.0,828.0,846.0,0.6,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2528,皇普,976.0,844.0,744.0,658.0,0.0,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2530,華建,1224.0,1059.0,1059.0,989.0,0.4,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2534,宏盛,1179.0,1015.0,797.0,712.0,0.1071,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2535,達欣工,1509.0,1316.0,1123.0,1073.0,0.085,2.0,0.003,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2536,宏普,1066.0,900.0,1040.0,977.0,0.2857,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2537,聯上發,1511.0,1331.0,951.0,946.0,0.625,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2538,基泰,1535.0,1359.0,1266.0,1283.0,0.0,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2539,櫻花建,1054.0,882.0,862.0,719.0,0.3333,2.0,0.0313,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2540,愛山林,3083.0,2831.0,2046.0,1415.0,0.1,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2542,興富發,1388.0,1265.0,1062.0,770.0,0.4,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2543,皇昌,819.0,645.0,613.0,472.0,0.142,9.0,0.009,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2545,皇翔,1401.0,1181.0,1127.0,877.0,0.175,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2546,根基,1084.0,966.0,929.0,865.0,0.09,4.0,0.0076,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2547,日勝生,1371.0,1141.0,932.0,835.0,0.3143,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2548,華固,3302.0,2933.0,1657.0,1507.0,0.0018,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2597,潤弘,1481.0,1293.0,1140.0,942.0,0.1129,1.0,0.001,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2601,益航,1170.0,959.0,1035.0,909.0,0.2941,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2603,長榮,4271.0,3606.0,3613.0,3337.0,0.1574,6.0,0.0027,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2605,新興,2170.0,1937.0,1445.0,1460.0,0.0038,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2606,裕民,2199.0,1680.0,1669.0,1453.0,0.25,1.0,0.001,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2607,榮運,1079.0,844.0,881.0,864.0,0.24,7.0,0.0067,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2608,嘉里大榮,823.0,676.0,699.0,677.0,0.138,88.0,0.02,0,0.0,0.0,0.0,高風險,漂綠,0.0005330490405117271,正常
上市,2021,2609,陽明,3379.0,3010.0,2753.0,2429.0,0.2763,8.0,0.0054,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2610,華航,2039.0,1460.0,1729.0,1241.0,0.2782,67.0,0.0068,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,2611,志信,796.0,626.0,604.0,560.0,0.0889,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2612,中航,1781.0,1554.0,1294.0,1193.0,0.0273,2.0,0.0055,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2613,中櫃,762.0,628.0,595.0,580.0,0.0,7.0,0.0095,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2614,東森,1471.0,1298.0,1066.0,1003.0,0.3947,1.0,0.0039,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2615,萬海,2802.0,2549.0,2554.0,2380.0,0.16,6.0,0.0109,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2616,山隆,753.0,646.0,824.0,776.0,0.1128,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2617,台航,1416.0,1205.0,1293.0,1100.0,0.21,1.0,0.0047,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2618,長榮航,1425.0,1131.0,1243.0,727.0,0.325,27.0,0.0026,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2630,亞航,765.0,626.0,631.0,596.0,0.0534,7.0,0.006,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2633,台灣高鐵,1064.0,892.0,898.0,812.0,0.1531,1.0,0.0002,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2634,漢翔,1111.0,927.0,896.0,762.0,0.189,31.0,0.0061,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2636,台驊控股,2541.0,2317.0,727.0,552.0,0.1032,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2637,慧洋-KY,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2642,宅配通,690.0,570.0,615.0,576.0,0.1639,62.0,0.0367,0,0.0,0.0,0.0,高風險,漂綠,0.0005330490405117271,正常
上市,2021,2646,星宇航空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2701,萬企,625.0,495.0,457.0,431.0,0.5,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2702,華園,513.0,436.0,438.0,368.0,0.5,2.0,0.0002,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2704,國賓,787.0,655.0,587.0,474.0,0.47,28.0,0.03,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2705,六福,526.0,430.0,488.0,425.0,0.553,44.0,0.0036,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,2706,第一店,610.0,496.0,425.0,406.0,0.6667,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2707,晶華,698.0,584.0,610.0,495.0,0.5079,11.0,0.0096,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2712,遠雄來,575.0,475.0,493.0,395.0,0.3279,7.0,0.0018,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2722,夏都,501.0,413.0,419.0,359.0,0.5484,8.0,0.0183,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2723,美食-KY,0.0,0.0,0.0,0.0,0.36,260.0,0.0179,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,2727,王品,491.0,408.0,594.0,502.0,0.4104,69.0,0.0078,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,2731,雄獅,530.0,421.0,425.0,390.0,0.7111,4.0,0.0033,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2739,寒舍,671.0,555.0,552.0,465.0,0.458,97.0,0.0727,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,2748,雲品,692.0,578.0,546.0,479.0,0.521,24.0,0.0347,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2753,八方雲集,1091.0,936.0,789.0,721.0,0.4091,17.0,0.0128,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2801,彰銀,1705.0,1342.0,1285.0,1194.0,0.5896,1.0,0.0001,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2809,京城銀,1069.0,920.0,846.0,763.0,0.5387,2.0,0.0021,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2812,台中銀,1309.0,1131.0,1058.0,876.0,0.3793,16.0,0.0058,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2816,旺旺保,1152.0,998.0,1005.0,786.0,0.42,4.0,0.0088,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2820,華票,2226.0,1883.0,1581.0,1386.0,0.125,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2832,台產,1042.0,911.0,960.0,728.0,0.0795,4.0,0.0044,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2834,臺企銀,1538.0,1245.0,1195.0,1069.0,0.4811,4.0,0.0008,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2836,高雄銀,1545.0,1286.0,1185.0,1085.0,0.5127,5.0,0.0459,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2838,聯邦銀,1009.0,862.0,838.0,737.0,0.5416,3.0,0.0114,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2845,遠東銀,1467.0,1230.0,1167.0,1037.0,0.3944,1.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2849,安泰銀,1174.0,1022.0,939.0,803.0,0.4957,16.0,0.0109,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2850,新產,1338.0,1227.0,1159.0,871.0,0.1739,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2851,中再保,2086.0,1836.0,1631.0,1479.0,0.4474,2.0,0.0137,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2852,第一保,1178.0,1053.0,1040.0,786.0,0.1273,2.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2855,統一證,2433.0,2161.0,1782.0,1163.0,0.3504,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2867,三商壽,1019.0,896.0,872.0,743.0,0.4841,2.0,0.001,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2880,華南金,1714.0,1398.0,1332.0,1141.0,0.5218,42.0,0.004,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,2881,富邦金,1223.0,1033.0,1436.0,1136.0,0.559,50.0,0.0032,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,2882,國泰金,1160.0,1014.0,1320.0,1088.0,0.5255,75.0,0.0013,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,2883,凱基金,1933.0,1658.0,1468.0,1143.0,0.61,0.0,0.007,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2884,玉山金,1454.0,1234.0,1168.0,1069.0,0.432,20.0,0.002,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2885,元大金,2310.0,2043.0,1612.0,1346.0,0.5332,24.0,0.0022,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2886,兆豐金,2091.0,1539.0,1450.0,1173.0,0.52,56.0,0.0061,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,2887,台新金,1564.0,1333.0,1300.0,1034.0,0.48,1.0,0.0001,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2888,新光金,1247.0,1083.0,1198.0,1017.0,0.553,12.0,0.0007,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2889,國票金,2072.0,1846.0,1417.0,1010.0,0.1111,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2890,永豐金,1704.0,1451.0,1363.0,1116.0,0.3929,28.0,0.0032,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2891,中信金,2102.0,1902.0,1557.0,1259.0,0.5609,25.0,0.0018,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2892,第一金,1751.0,1496.0,1294.0,1180.0,0.511,8.0,0.0008,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2897,王道銀行,1738.0,1545.0,1251.0,1023.0,0.46,7.0,0.008,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2901,欣欣,853.0,689.0,568.0,518.0,0.4444,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2903,遠百,853.0,771.0,700.0,653.0,0.2545,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2904,匯僑,1049.0,875.0,671.0,655.0,0.2,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2905,三商,2850.0,2676.0,874.0,742.0,0.4796,2.0,0.0011,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2906,高林,914.0,766.0,564.0,507.0,0.515,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2908,特力,1165.0,916.0,926.0,795.0,0.6667,2.0,0.0004,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2910,統領,725.0,600.0,560.0,514.0,0.0389,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2911,麗嬰房,577.0,470.0,477.0,434.0,0.4615,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2912,統一超,811.0,681.0,933.0,807.0,0.4954,22.0,0.0026,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2913,農林,808.0,647.0,583.0,471.0,0.43,5.0,0.0147,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2915,潤泰全,755.0,642.0,540.0,420.0,0.41,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2923,鼎固-KY,0.0,0.0,0.0,0.0,0.4019,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2929,淘帝-KY,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2939,永邑-KY,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,2945,三商家購,442.0,356.0,413.0,346.0,0.57,42.0,0.0111,0,0.0,0.0,0.0,高風險,正常,0.0005330490405117271,正常
上市,2021,3002,歐格,1138.0,997.0,897.0,875.0,0.5555,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3003,健和興,817.0,687.0,584.0,521.0,0.173,2.0,0.0028,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3004,豐達科,936.0,799.0,690.0,619.0,0.19,2.0,0.0048,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3005,神基,1718.0,1578.0,1488.0,1242.0,0.2183,15.0,0.0016,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3006,晶豪科,4825.0,4605.0,4509.0,4333.0,0.0442,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3008,大立光,1228.0,1094.0,1146.0,842.0,0.1,32.0,0.0045,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3010,華立,2092.0,1840.0,1431.0,1155.0,0.1111,1.0,0.0024,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3011,今皓,967.0,830.0,670.0,540.0,0.125,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3013,晟銘電,1196.0,985.0,877.0,840.0,0.37,29.0,0.0058,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3014,聯陽,3183.0,2957.0,2849.0,2698.0,0.13,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3015,全漢,1174.0,1023.0,984.0,845.0,0.2727,3.0,0.004,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3016,嘉晶,1067.0,888.0,951.0,851.0,0.2745,3.0,0.0048,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3017,奇鋐,1344.0,1131.0,969.0,869.0,0.2085,16.0,0.0015,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3018,隆銘綠能,911.0,762.0,605.0,570.0,0.4,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3019,亞光,1254.0,1105.0,954.0,783.0,0.1275,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3021,鴻名,761.0,618.0,693.0,561.0,0.5,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3022,威強電,1243.0,1089.0,843.0,795.0,0.2571,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3023,信邦,813.0,679.0,677.0,498.0,0.4667,14.0,0.0116,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3024,憶聲,1242.0,1056.0,867.0,822.0,0.4142,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3025,星通,1169.0,1002.0,1007.0,844.0,0.4545,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3026,禾伸堂,1100.0,963.0,869.0,646.0,0.4688,20.0,0.0191,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3027,盛達,991.0,793.0,788.0,716.0,0.3043,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3028,增你強,1273.0,1100.0,1048.0,923.0,0.321,3.0,0.004,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3029,零壹,1466.0,1273.0,1050.0,849.0,0.52,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3030,德律,1348.0,1166.0,1168.0,1019.0,0.1053,5.0,0.009,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3031,佰鴻,1374.0,1227.0,849.0,761.0,0.34,1.0,0.0128,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3032,偉訓,1649.0,1455.0,970.0,881.0,0.0214,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3033,威健,1762.0,1557.0,1350.0,1191.0,0.0978,1.0,0.002,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3034,聯詠,5412.0,5162.0,4994.0,4018.0,0.082,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3035,智原,2432.0,2202.0,2073.0,1633.0,0.1824,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3036,文曄,1885.0,1684.0,1373.0,1088.0,0.261,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3037,欣興,1068.0,921.0,866.0,689.0,0.1887,56.0,0.0042,0,0.0,0.0,0.0,高風險,漂綠,0.0005330490405117271,正常
上市,2021,3038,全台,730.0,630.0,621.0,535.0,0.1579,3.0,0.0035,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3040,遠見,1157.0,1001.0,815.0,828.0,0.5,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3041,揚智,2409.0,2172.0,1818.0,1564.0,0.15,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3042,晶技,1144.0,1049.0,1036.0,782.0,0.1527,10.0,0.0092,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3043,科風,700.0,590.0,440.0,398.0,0.16,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3044,健鼎,1103.0,972.0,666.0,465.0,0.1577,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3045,台灣大,1274.0,1094.0,1072.0,923.0,0.48,5.0,0.0013,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3046,建碁,1294.0,1142.0,1111.0,1090.0,0.208,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3047,訊舟,1280.0,1091.0,999.0,888.0,0.2,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3048,益登,1644.0,1465.0,1345.0,1111.0,0.5,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3049,精金,1277.0,1053.0,942.0,824.0,0.2222,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3050,鈺德,790.0,658.0,629.0,579.0,0.38,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3051,力特,750.0,620.0,576.0,526.0,0.03,10.0,0.0165,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3052,夆典,972.0,827.0,668.0,626.0,0.13,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3054,立萬利,1175.0,1003.0,947.0,824.0,0.33,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
上市,2021,3055,蔚華科,2488.0,2126.0,1288.0,1155.0,0.0588,0.0,0.0,0,0.0,0.0,0.0,中風險,正常,0.0005330490405117271,正常
