市場別,年份,公司代號,公司名稱,範疇一排放量,範疇一-資料邊界,範疇一-取得驗證,範疇二排放量,範疇二-資料邊界,範疇二-取得驗證,範疇三排放量,範疇三-資料邊界,範疇三-取得驗證,排放密集度,溫室氣體排放密集度-單位,網絡中心性,漂綠標籤,風險等級,異常標籤
上市,2022,6288,聯嘉,479.2223,台灣總公司(聯嘉光電股份有限公司) 地址：350苗栗縣竹南鎮科東一路2號， 外倉， 地址：350苗栗縣竹南鎮和興路364號,ISO 14001,5627.7435,組織邊界， 台灣總公司(聯嘉光電股份有限公司)， 台灣總公司(聯嘉光電股份有限公司)， 地址：350苗栗縣竹南鎮科東一路2號， 外倉， 地址：350苗栗縣竹南鎮和興路364號， 地址：350苗栗縣竹南鎮科東一路2號， 外倉，地址：350苗栗縣竹南鎮和興路364號,ISO 14001,99326.9813,組織邊界， 台灣總公司(聯嘉光電股份有限公司)， 台灣總公司(聯嘉光電股份有限公司)， 地址：350苗栗縣竹南鎮科東一路2號， 外倉， 地址：350苗栗縣竹南鎮和興路364號， 地址：350苗栗縣竹南鎮科東一路2號， 外倉，地址：350苗栗縣竹南鎮和興路364號,ISO 14001,10.42,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6405,悅城,0.8606,母公司,,4419.0,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,6409,旭隼,258.36,包含合併財務報表之母子公司,ISO 14001,21486.0,包含合併財務報表之母子公司,ISO 14001,804669.0,包含合併財務報表之母子公司,ISO 14001,1117.0,單位:百萬美金營業額,0,無漂綠跡象,高風險,正常
上市,2022,6412,群電,2937.72,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 9001,35987.75,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 9001,23603642.06,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 9001,0.948,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6414,樺漢,8.0,僅母公司,,342.11,僅母公司,,2509.2856,僅母公司,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,6415,矽力*-KY,102.36,矽力杰半導體技術（杭州）有限公司,,3143.98,矽力杰半導體技術（杭州）有限公司,,0.0,,,0.0001,千元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6416,瑞祺電通,55.5763,僅母公司,ISO 9001,693.8588,僅母公司,ISO 9001,3761.3215,僅母公司,ISO 9001,0.2163,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6426,統新,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6431,光麗-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6438,迅得,292.2919,僅母公司,,757.901,僅母公司,,166.6132,僅母公司,,0.3564,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6442,光聖,31.8353,僅母公司,,1919.5877,僅母公司,,0.0,,,0.6637,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6443,元晶,6154.719,111年新竹廠及屏東廠資料加總,,48538.054,111年新竹廠及屏東廠資料加總,,0.0,,,6.074,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6446,藥華藥,569.4792,藥華醫藥台中廠,,3085.5974,藥華醫藥台中廠,,711.5122,藥華醫藥台中廠,,27.7,產品,0,無漂綠跡象,高風險,正常
上市,2022,6449,鈺邦,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6451,訊芯-KY,318.46,2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,ISO 9001,21959.12,2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,ISO 9001,8458.62,2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,ISO 9001,0.3367,萬元產值RMB,0,無漂綠跡象,高風險,正常
上市,2022,6456,GIS-KY,2724.6,本公司及子公司所有廠區,ISO 9001,13250.48,本公司及子公司所有廠區,ISO 9001,226617.6,本公司及子公司所有廠區,ISO 9001,0.13,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6464,台數科,6.8214,僅母公司,,14.3187,僅母公司,,0.0,,,0.0012,千元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6472,保瑞,19174.666,合併財務報表之母子公司,ISO 9001,12683.7841,合併財務報表之母子公司,ISO 9001,13740.41,合併財務報表之母子公司,ISO 9001,3.0359,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6477,安集,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6491,晶碩,222.4793,僅母公司,,40969.4254,僅母公司,,15847.7315,僅母公司,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,6504,南六,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6505,台塑化,24000546.6187,母公司,ISO 9001,423554.8634,母公司,ISO 9001,57911749.821,母公司,ISO 9001,28.8004,百萬元營業額,0,無漂綠跡象,高風險,異常
上市,2022,6515,穎崴,97.6803,台灣所有廠區,,3193.4088,台灣所有廠區,,0.0,,,0.643,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6525,捷敏-KY,0.0,包含合併財務報表之子公司,,34479.29,包含合併財務報表之子公司,,0.0,包含合併財務報表之子公司,,0.007,產品,0,無漂綠跡象,高風險,正常
上市,2022,6531,愛普*,13.0395,母公司,,255.14,母公司,,0.0,,,0.0539,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6533,晶心科,0.0,,,341.0,僅母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,6541,泰福-KY,40280.87,合併財務報表之母子公司,,2423573.24,合併財務報表之母子公司,,0.0,,,109.97,噸CO2e/新台幣仟元營收,0,無漂綠跡象,高風險,正常
上市,2022,6550,北極星藥業-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6552,易華電,331.0166,易華公司,ISO 9001,17536.8916,易華公司,ISO 9001,0.0,易華公司,ISO 9001,0.0,產品,0,無漂綠跡象,高風險,正常
上市,2022,6558,興能高,510.11,合併財務報表之母子公司,,8035.19,合併財務報表之母子公司,,22045.33,合併財務報表之母子公司,,26.6373,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6573,虹揚-KY,42.5449,包含合併財務報表之母子公司,,7554.54,包含合併財務報表之母子公司,,0.0,,,0.0349,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6579,研揚,41.63,僅母公司,,1456.73,僅母公司,,0.0,,,0.25,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6581,鋼聯,76313.8792,僅母公司,ISO 9001,9966.676,僅母公司,ISO 9001,62544.1672,僅母公司,ISO 9001,0.525,服務,0,無漂綠跡象,高風險,正常
上市,2022,6582,申豐,3571.0,母公司,,7495.0,母公司,,0.0,,,0.348,產品,0,無漂綠跡象,高風險,正常
上市,2022,6585,鼎基,1980.0,本公司之高雄辦公室以及台灣各廠(高雄廠、屏東廠),ISO 9001,19525.0,本公司之高雄辦公室以及台灣各廠(高雄廠、屏東廠),ISO 9001,0.0,,,0.0087,仟元,0,無漂綠跡象,高風險,正常
上市,2022,6591,動力-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6592,和潤企業,286.2648,僅母公司,ISO 9001,736.8085,僅母公司,ISO 9001,217.3799,僅母公司,ISO 9001,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,6598,ABC-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6605,帝寶,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6606,建德工業,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6625,必應,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6641,基士德-KY,102.15,合併報表之子公司之一-川源(中國)平湖廠區,,328.14,合併報表之子公司之一-川源(中國)平湖廠區,,176.34,合併報表之子公司之一-川源(中國)平湖廠區,,0.3157,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6655,科定,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6657,華安,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6666,羅麗芬-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6668,中揚光,123.489,母公司,,6010.149,母公司,,1262.401,母公司,,16.66,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6669,緯穎,1186.6308,母公司及全球主要營運與製造廠區(緯穎科技墨西哥子公司) 註:排除小於總排放量5%或排放數據未滿完整年度之營運據點,ISO 9001,19170.5147,母公司及全球主要營運與製造廠區(緯穎科技墨西哥子公司) 註1:排除小於總排放量5%或排放數據未滿完整年度之營運據點 註2:市場基準;請詳閱緯穎2022年永續報告書,ISO 9001,4167073.65,母公司 註:部分數據未列入查證範圍，請詳閱緯穎2022年永續報告書,ISO 9001,0.0695,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6670,復盛應用,5184.4566,母公司,ISO 9001,20208.8179,母公司,ISO 9001,155720.6848,母公司,ISO 9001,0.91,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6671,三能-KY,2003.9246,合併財務報表之母子公司,,5719.0044,合併財務報表之母子公司,,0.0,,,4.1477,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6672,騰輝電子-KY,4814.63,合併財務報表之子公司生產型廠區,,14313.36,合併財務報表之子公司生產型廠區,,0.0,,,0.0034,千元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6674,鋐寶科技,18.15,母公司,,512.17,母公司,,0.0,,,0.21,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6689,伊雲谷,19.63,母公司,,160.44,母公司,,0.14,母公司,,0.0758,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6691,洋基工程,349.53,僅母公司,,166.76,僅母公司,,0.0,,,0.037,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6695,芯鼎,5.7173,母公司,,413.9455,母公司,,0.0,,,38.389,營業額(億元),0,無漂綠跡象,高風險,正常
上市,2022,6698,旭暉應材,31.6,僅母公司,,4119.2,僅母公司,,22.92,Na2CO3&自來水排放量(僅母公司),,0.0033,千元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6706,惠特,44.3754,包含合併財務報表之母子公司,,6566.645,包含合併財務報表之母子公司,,0.0,,,1.483,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6715,嘉基,418.3545,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,,2556.185,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,,0.0,,,0.5535,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6719,力智,1.1,母公司,,950.16,母公司,,0.0,,,0.16,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6743,安普新,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6753,龍德造船,515.0316,僅母公司,,1778.968,僅母公司,,0.0,,,0.5987,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6754,匯僑設計,130.36,總公司+中壢鴻僑,,417.4,總公司+中壢鴻僑,,0.0,,,0.107,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6756,威鋒電子,312.0,僅母公司,,0.0,,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,6768,志強-KY,12.8718,台灣總部辦公室,,106.5327,台灣總部辦公室,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,6770,力積電,89694.0,母公司,ISO 9001,581994.0,母公司,ISO 9001,213668.0,母公司,ISO 9001,5.061,產品,0,無漂綠跡象,高風險,正常
上市,2022,6776,展碁國際,32.0,申報公司及100%持股子公司及博瑞達總部,ISO 9001,632.0,申報公司及100%持股子公司及博瑞達總部,ISO 9001,0.0,,ISO 9001,0.03,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6781,AES-KY,122.0056,資料涵蓋範圍包含合併財務報表之母子公司,ISO 9001,3537.5863,資料涵蓋範圍包含合併財務報表之母子公司,ISO 9001,85262.1824,資料涵蓋範圍包含合併財務報表之母子公司,ISO 9001,0.243,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6782,視陽,13.47,包含合併財務報表之母子公司,,13784.11,包含合併財務報表之母子公司,,0.0,,,4.97,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6789,采鈺,5725.0,采鈺公司新竹廠,ISO 9001,23029.0,采鈺公司新竹廠,ISO 9001,18448.0,采鈺公司新竹廠,ISO 9001,0.0023,8吋晶圓當量-層,0,無漂綠跡象,高風險,正常
上市,2022,6790,永豐實,60062.0,臺灣紙品工廠：清水廠、楊梅廠,ISO 9001,47721.0,臺灣紙品工廠：清水廠、楊梅廠,ISO 9001,0.0,,,1.18,產品,0,無漂綠跡象,高風險,正常
上市,2022,6792,詠業,127.9625,母公司,,5192.05,母公司,,425.921,母公司,,3.93,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6796,晉弘,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6799,來頡,0.0,,,35.8,母公司,,0.0,,,0.0303,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6806,森崴能源,23.1,僅母公司,,182.4,僅母公司,,141.3,僅母公司,,3.7,平均每位森崴員工2022年碳排放量，員工涵蓋森崴能源母公司頂埔大樓8F總部及一處台南歸仁辦公室據點,0,無漂綠跡象,高風險,正常
上市,2022,6807,峰源-KY,13.906,主要生產基地,,123.352,主要生產基地,,0.0,,,0.0326,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6830,汎銓,133.677,僅母公司,,3073.445,僅母公司,,0.0,,,3207.122,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6834,天二科技,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6835,圓裕,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6838,台新藥,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6854,錼創科技-KY創,972.28,錼創科技(股)公司、竹南廠及台北新店、台北中和、台元、台南辦公室共5個據點,ISO 9001,3556.31,錼創科技(股)公司竹南廠及台北新店、台北中和、台元、台南辦公室共5個據點,ISO 9001,794.84,錼創科技(股)公司竹南廠及台北新店、台北中和、台元、台南辦公室共5個據點,ISO 9001,13.18,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6861,睿生光電,8.4329,僅母公司,ISO 9001,3704.6818,僅母公司,ISO 9001,889.8083,僅母公司,ISO 9001,1.9681,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6862,三集瑞-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6863,永道-KY,4566.39,包含合併財務報表之母子公司,,515.94,包含合併財務報表之母子公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,6869,雲豹能源,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6873,泓德能源,93.4242,包含合併財務報表之母子公司,ISO 9001,119.2747,包含合併財務報表之母子公司,ISO 9001,97.6581,包含合併財務報表之母子公司,ISO 9001,0.042,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,6919,康霈*,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6923,中台,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6958,日盛台駿,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6962,ITH-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6969,成信實業*-創,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,6988,威力暘-創,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,7705,三商餐飲,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8011,台通,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8016,矽創,7.306,矽創(新竹總公司、台北辦公室),ISO 14001,992.134,矽創(新竹總公司、台北辦公室),ISO 14001,172.278,矽創(新竹總公司、台北辦公室),ISO 14001,0.0862,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8021,尖點,350.5069,母公司含子公司(上海尖點),ISO 9001,12626.9792,母公司含子公司(上海尖點),ISO 9001,2357.1998,母公司含子公司(上海尖點),ISO 9001,0.051,產品,0,無漂綠跡象,高風險,正常
上市,2022,8028,昇陽半導體,5220.6284,僅母公司,ISO 9001,20005.1079,僅母公司,ISO 9001,8642.4938,僅母公司,ISO 9001,0.0618,產品,0,無漂綠跡象,高風險,正常
上市,2022,8033,雷虎,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8039,台虹,10059.47,母公司,ISO 9001,19553.53,母公司,ISO 9001,0.0,,,4.0633,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8046,南電,9409.1647,母公司,ISO 9001,477488.7739,母公司,ISO 9001,328466.359,母公司,ISO 9001,10.07,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8070,長華*,1947.0,包含合併財務報表之母子公司,,53257.0,包含合併財務報表之母子公司,,9033.0,包含合併財務報表之母子公司,,2.526,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8072,陞泰,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8081,致新,47.68,母公司,,1177.62,母公司,,0.0,,,0.1655,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8101,華冠,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8103,瀚荃,41.5486,母公司,ISO 9001,203.7935,母公司,ISO 9001,37.2891,母公司,ISO 9001,0.829,母公司營業額(百萬元),0,無漂綠跡象,高風險,正常
上市,2022,8104,錸寶,0.0,,,9890.59,母公司-錸寶,,0.0,,,10.12,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8105,凌巨,144048.7527,母公司八德廠加子公司KGO,ISO 9001,84758.3938,母公司八德廠加子公司KGO,ISO 9001,0.0,,,0.64,產品,0,無漂綠跡象,高風險,正常
上市,2022,8110,華東,1929.16,僅母公司,,103151.9,僅母公司,,163974.68,僅母公司,,0.0001,產品,0,無漂綠跡象,高風險,正常
上市,2022,8112,至上,14.654,僅含母公司,ISO 14001,242.175,僅含母公司,ISO 14001,1723.624,僅含母公司,,0.326,以個體營業額(新台幣億元)計算,0,無漂綠跡象,高風險,正常
上市,2022,8114,振樺電,356.18,僅振樺母公司,,1396.11,僅振樺母公司,,0.0,,,0.5692,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8131,福懋科,1954.8385,僅母公司,ISO 9001,131146.7429,僅母公司,ISO 9001,25665.6397,僅母公司,ISO 9001,12.76,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8150,南茂,4302.6471,母公司(台灣六個廠區)、上海/美國子公司,ISO 9001,238014.9896,母公司(台灣六個廠區)、上海/美國子公司,ISO 9001,50227.8288,母公司(台灣六個廠區)、上海/美國子公司,ISO 9001,10.3,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8163,達方,4082.3641,母公司(台灣廠區及中國廠區),ISO 14001,57618.5846,母公司(台灣廠區及中國廠區),ISO 14001,701.414,母公司(台灣廠區及中國廠區)廢棄物運輸,ISO 14001,4.29,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8201,無敵,15.28,母公司,,1077.0,母公司,,0.0,,,1.85,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8210,勤誠,1995.39,總部/嘉義廠/勤昆廠/前盛廠,ISO 9001,10591.7,總部/嘉義廠/勤昆廠/前盛廠,ISO 9001,0.0,,,1.19,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8213,志超,814.4721,僅母公司,,16597.548,僅母公司,,16666.3008,僅母公司,,1.9856,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8215,明基材,19741.11,桃園廠區、雲林廠區及大陸廠區,ISO 9001,33182.21,桃園廠區、雲林廠區及大陸廠區,ISO 9001,9645.07,桃園廠區、雲林廠區及大陸廠區,ISO 9001,3.41,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8222,寶一,3083.716,臺南市新營區新工路13巷1號,,0.0,,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,8249,菱光,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8261,富鼎,10.68,僅母公司,,459.19,僅母公司,,0.0,,,3.56,服務,0,無漂綠跡象,高風險,正常
上市,2022,8271,宇瞻,10.467,僅母公司,,1867.973,僅母公司,,429.294,僅母公司,,0.21,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8341,日友,125231.1428,母公司(雲林廠及彰濱廠),,12307.3146,母公司(雲林廠及彰濱廠),,0.0,,,2.0979,廢棄物焚化處理(進場)量,0,無漂綠跡象,高風險,正常
上市,2022,8367,建新國際,6046.0,僅母公司,,1192.0,僅母公司,,0.0,,,4.24,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8374,羅昇,255.85,母公司,,139.96,母公司,,0.0,,,0.3054,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8404,百和興業-KY,39852.43,江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司,ISO 14001,51292.23,江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司,ISO 14001,2139.29,江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司,ISO 14001,9.0836,產品,0,無漂綠跡象,高風險,正常
上市,2022,8411,福貞-KY,8264.0,本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」)作為揭露範疇,,19361.0,本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」)作為揭露範疇,,0.0,,,0.55,產品,0,無漂綠跡象,高風險,正常
上市,2022,8422,可寧衛,9153.394,可寧衛、吉衛、大寧、岡聯事業及上評資源循環,ISO 9001,15862.417,可寧衛、吉衛、大寧、岡聯事業及上評資源循環,ISO 9001,10059.977,可寧衛、吉衛、大寧、岡聯事業及上評資源循環,ISO 9001,0.0067,千元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8429,金麗-KY,1519.0,合併財務報表之母子公司,,0.0,,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,8438,昶昕,216.0,大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠,,15368.0,大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠,,358.0,大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠。,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,8442,威宏-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8443,阿瘦,0.0,,,1562.8773,僅母公司,,1.7745,僅母公司,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,8454,富邦媒,1595.48,母公司與國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健),ISO 9001,13240.45,母公司與國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健),ISO 9001,1524208.69,母公司與國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健),ISO 9001,0.14,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8462,柏文,1019.95,包含合併財務報表之母子公司,,49229.77,包含合併財務報表之母子公司,,0.0,,,13.935,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2022,8463,潤泰材,562702.5578,潤泰精密材料股份有限公司宜蘭冬山廠,ISO 14001,41327.0334,潤泰精密材料股份有限公司宜蘭冬山廠,ISO 14001,0.0,,,0.883,熟料產量,0,無漂綠跡象,高風險,異常
上市,2022,8464,億豐,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8466,美吉吉-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8467,波力-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8473,山林水,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8476,台境*,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8478,東哥遊艇,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8481,政伸,77.3,僅母公司,,1489.5,僅母公司,,0.0,,,1.9038,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,8482,商億-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8488,吉源-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8499,鼎炫-KY,61.64,僅昆山隆揚廠,,363.94,僅昆山隆揚廠,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2022,8926,台汽電,326785.9976,台灣汽電共生股份有限公司 官田汽電共生廠,ISO 9001,6181.296,台灣汽電共生股份有限公司 官田汽電共生廠,ISO 9001,0.0,,,0.0,"每單位蒸汽排放二氧化碳當量：361.7公斤/公噸蒸汽 (=0.3617公噸/公噸蒸汽) 每單位電力排放二氧化碳當量：1,050.3公斤/度電力 (=1.0503公噸/度電力)",0,無漂綠跡象,高風險,正常
上市,2022,8940,新天地,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,8996,高力,281.1856,母公司,,7481.7579,母公司,,14384.7289,母公司,,2.9,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2022,9103,美德醫療-DR,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,910322,康師傅-DR,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,9105,泰金寶-DR,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,910861,神州-DR,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,9110,越南控-DR,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,911608,明輝-DR,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,911622,泰聚亨-DR,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,911868,同方友友-DR,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2022,912000,晨訊科-DR,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
