市場別,年份,公司代號,公司名稱,董事席次,獨立董事席次,女性董事席次,女性董事比例,董事會出席率,董事進修比率,網絡中心性,風險等級,漂綠標籤,異常標籤
上市,2021,3058,立德,9.0,3.0,1.0,0.1111,0.9556,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3059,華晶科,7.0,3.0,3.0,0.4286,1.0,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2021,3060,銘異,7.0,3.0,1.0,0.14,0.86,0.29,0.0005330490405117271,低風險,正常,正常
上市,2021,3062,建漢,7.0,4.0,2.0,0.2857,0.9524,0.8571,0.0005330490405117271,低風險,正常,正常
上市,2021,3090,日電貿,10.0,3.0,2.0,0.2,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3092,鴻碩,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3094,聯傑,7.0,3.0,1.0,0.143,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3130,一零四,7.0,3.0,1.0,0.1428,0.9688,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3138,耀登,7.0,3.0,1.0,0.1429,0.9821,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3149,正達,7.0,3.0,0.0,0.0,0.9388,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2021,3164,景岳,9.0,3.0,0.0,0.0,0.8519,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2021,3167,大量,9.0,3.0,0.0,0.0,0.9778,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3189,景碩,9.0,3.0,1.0,0.1111,0.9722,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3209,全科,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3229,晟鈦,7.0,3.0,0.0,0.0,0.8052,0.8571,0.0005330490405117271,低風險,正常,正常
上市,2021,3231,緯創,9.0,5.0,1.0,0.1111,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3257,虹冠電,7.0,2.0,2.0,0.2857,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3266,昇陽,6.0,3.0,0.0,0.0,0.9444,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3296,勝德,6.0,2.0,2.0,0.333,0.9818,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3305,昇貿,7.0,3.0,1.0,0.14,0.95,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3308,聯德,7.0,3.0,2.0,0.2857,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2021,3311,閎暉,7.0,3.0,1.0,0.1428,0.9,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3312,弘憶股,6.0,2.0,1.0,0.1667,0.9714,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3321,同泰,7.0,3.0,1.0,0.14,0.89,0.71,0.0005330490405117271,低風險,正常,正常
上市,2021,3338,泰碩,9.0,4.0,1.0,0.11,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3346,麗清,9.0,3.0,2.0,0.22,0.9583,0.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3356,奇偶,7.0,3.0,2.0,0.2857,1.0,0.7142,0.0005330490405117271,低風險,正常,正常
上市,2021,3376,新日興,8.0,3.0,0.0,0.0,0.97,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3380,明泰,7.0,3.0,2.0,0.2857,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3406,玉晶光,5.0,2.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3413,京鼎,7.0,4.0,2.0,0.2857,0.9111,0.8571,0.0005330490405117271,低風險,正常,正常
上市,2021,3416,融程電,7.0,2.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3419,譁裕,11.0,3.0,1.0,0.09,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3432,台端,5.0,2.0,1.0,0.2,0.95,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3437,榮創,7.0,3.0,0.0,0.0,0.875,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3443,創意,9.0,5.0,0.0,0.0,0.93,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3450,聯鈞,7.0,3.0,1.0,0.1429,0.9841,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3454,晶睿,9.0,3.0,1.0,0.11,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3481,群創,7.0,3.0,0.0,0.0,0.9762,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3494,誠研,5.0,3.0,1.0,0.2,0.8,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3501,維熹,7.0,3.0,2.0,0.2857,1.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3504,揚明光,7.0,3.0,2.0,0.29,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3515,華擎,7.0,3.0,0.0,0.0,0.9286,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3518,柏騰,9.0,3.0,0.0,0.0,0.9437,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3528,安馳,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3530,晶相光,5.0,3.0,1.0,0.2,0.9833,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3532,台勝科,10.0,3.0,1.0,0.1,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3533,嘉澤,7.0,3.0,2.0,0.2857,0.95,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3535,晶彩科,9.0,3.0,0.0,0.0,0.87,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3543,州巧,9.0,3.0,0.0,0.0,0.9812,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3545,敦泰,7.0,4.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3550,聯穎,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3557,嘉威,6.0,2.0,1.0,0.1667,0.9792,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3563,牧德,9.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3576,聯合再生,11.0,3.0,0.0,0.0,0.9394,0.4545,0.0005330490405117271,中風險,正常,正常
上市,2021,3583,辛耘,9.0,3.0,2.0,0.22,0.99,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3588,通嘉,5.0,3.0,0.0,0.0,0.9714,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3591,艾笛森,8.0,3.0,2.0,0.25,0.9844,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3592,瑞鼎,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3593,力銘,9.0,3.0,1.0,0.1111,0.9683,0.7778,0.0005330490405117271,中風險,正常,正常
上市,2021,3596,智易,9.0,3.0,0.0,0.0,0.9167,0.8889,0.0005330490405117271,中風險,正常,正常
上市,2021,3605,宏致,5.0,2.0,0.0,0.0,0.9667,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3607,谷崧,7.0,2.0,0.0,0.0,0.99,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3617,碩天,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3622,洋華,9.0,3.0,2.0,0.2222,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3645,達邁,9.0,3.0,3.0,0.3333,0.9365,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3652,精聯,9.0,3.0,1.0,0.1111,0.97,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3653,健策,10.0,3.0,1.0,0.1,0.975,0.4,0.0005330490405117271,中風險,正常,正常
上市,2021,3661,世芯-KY,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3665,貿聯-KY,6.0,2.0,1.0,0.17,0.97,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3669,圓展,7.0,3.0,0.0,0.0,0.9524,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3673,TPK-KY,8.0,3.0,0.0,0.0,0.964,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3679,新至陞,9.0,3.0,2.0,0.22,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3686,達能,5.0,3.0,1.0,0.2,0.997,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3694,海華,7.0,3.0,1.0,0.14,0.9184,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3701,大眾控,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3702,大聯大,11.0,4.0,1.0,0.0909,0.9739,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3703,欣陸,7.0,3.0,3.0,0.4286,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3704,合勤控,9.0,3.0,1.0,0.1111,0.9333,0.6667,0.0005330490405117271,中風險,正常,正常
上市,2021,3705,永信,9.0,3.0,1.0,0.11,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3706,神達,10.0,3.0,0.0,0.0,0.9833,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3708,上緯投控,7.0,4.0,0.0,0.0,0.97,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,3711,日月光投控,13.0,3.0,1.0,0.0769,0.9704,1.0,0.0005330490405117271,中風險,正常,異常
上市,2021,3712,永崴投控,9.0,3.0,1.0,0.1111,0.9841,0.5556,0.0005330490405117271,中風險,正常,正常
上市,2021,3714,富采,9.0,5.0,0.0,0.0,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,3716,中化控股,0.0,0.0,0.0,0.0,0.0,0.0,0.0005330490405117271,低風險,正常,異常
上市,2021,4104,佳醫,9.0,3.0,0.0,0.0,0.9861,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4106,雃博,9.0,5.0,1.0,0.111,0.93,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4108,懷特,12.0,3.0,2.0,0.1667,1.0,0.5833,0.0005330490405117271,中風險,正常,正常
上市,2021,4119,旭富,7.0,3.0,1.0,0.1428,0.9821,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4133,亞諾法,7.0,3.0,2.0,0.2857,0.8571,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4137,麗豐-KY,7.0,7.0,4.0,0.57,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4142,國光生,11.0,3.0,2.0,0.1818,0.966,0.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4148,全宇生技-KY,9.0,3.0,1.0,0.11,0.9815,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4155,訊映,9.0,4.0,3.0,0.33,0.97,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4164,承業醫,7.0,3.0,0.0,0.0,0.98,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4190,佐登-KY,6.0,3.0,1.0,0.11,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4306,炎洲,5.0,3.0,0.0,0.0,1.0,0.8,0.0005330490405117271,低風險,正常,正常
上市,2021,4414,如興,9.0,3.0,1.0,0.1111,0.9629,0.7778,0.0005330490405117271,中風險,正常,正常
上市,2021,4426,利勤,7.0,3.0,0.0,0.0,0.81,0.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4438,廣越,7.0,3.0,0.0,0.0,1.0,0.14,0.0005330490405117271,低風險,正常,正常
上市,2021,4439,冠星-KY,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4440,宜新實業,7.0,3.0,1.0,0.1429,0.9464,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4526,東台,13.0,3.0,2.0,0.1538,0.9846,1.0,0.0005330490405117271,中風險,正常,異常
上市,2021,4532,瑞智,9.0,3.0,0.0,0.0,0.7963,0.8889,0.0005330490405117271,中風險,正常,正常
上市,2021,4536,拓凱,9.0,3.0,1.0,0.11,0.98,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4540,全球傳動,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4545,銘鈺,7.0,3.0,0.0,0.0,0.9821,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4551,智伸科,8.0,3.0,1.0,0.125,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4552,力達-KY,7.0,3.0,1.0,0.14,0.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4555,氣立,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4557,永新-KY,9.0,3.0,0.0,0.0,0.9412,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4560,強信-KY,7.0,3.0,1.0,0.14,0.93,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4562,穎漢,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4564,元翎,7.0,3.0,2.0,0.2857,0.9762,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4566,時碩工業,6.0,3.0,1.0,0.1666,0.9361,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4571,鈞興-KY,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4572,駐龍,7.0,3.0,2.0,0.2857,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4576,大銀微系統,9.0,3.0,1.0,0.1111,0.9815,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4581,光隆精密-KY,9.0,3.0,2.0,0.2222,0.9722,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4583,台灣精銳,7.0,3.0,1.0,0.1429,0.9524,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4720,德淵,8.0,2.0,0.0,0.0,1.0,0.875,0.0005330490405117271,中風險,正常,正常
上市,2021,4722,國精化,9.0,3.0,1.0,0.11,1.0,0.11,0.0005330490405117271,中風險,正常,正常
上市,2021,4736,泰博,7.0,4.0,0.0,0.0,0.9464,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4737,華廣,7.0,3.0,1.0,0.1428,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4739,康普,9.0,3.0,0.0,0.0,0.9753,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4746,台耀,8.0,2.0,0.0,0.0,0.96,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4755,三福化,9.0,3.0,0.0,0.0,0.9524,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4763,材料-KY,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4764,雙鍵,7.0,3.0,2.0,0.2857,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4766,南寶,7.0,3.0,0.0,0.0,0.9592,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4770,上品,9.0,3.0,1.0,0.1111,0.9697,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4807,日成-KY,7.0,3.0,1.0,0.1428,0.9047,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4904,遠傳,11.0,3.0,1.0,0.0909,0.9589,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4906,正文,9.0,3.0,1.0,0.1111,0.9722,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4912,聯德控股-KY,9.0,5.0,0.0,0.0,0.9861,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4915,致伸,9.0,5.0,1.0,0.1111,0.9785,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4916,事欣科,7.0,3.0,4.0,0.57,0.9762,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4919,新唐,9.0,4.0,1.0,0.1111,0.9259,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4927,泰鼎-KY,10.0,3.0,0.0,0.0,0.9767,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4930,燦星網,5.0,3.0,1.0,0.2,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4934,太極,7.0,3.0,1.0,0.1429,0.9429,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4935,茂林-KY,7.0,3.0,1.0,0.1429,0.9762,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4938,和碩,11.0,3.0,1.0,0.091,0.974,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4942,嘉彰,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4943,康控-KY,7.0,3.0,0.0,0.0,0.9143,0.8571,0.0005330490405117271,低風險,正常,正常
上市,2021,4952,凌通,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4956,光鋐,9.0,3.0,0.0,0.0,0.9375,0.6667,0.0005330490405117271,中風險,正常,正常
上市,2021,4958,臻鼎-KY,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4960,誠美材,9.0,3.0,0.0,0.0,0.9818,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4961,天鈺,7.0,3.0,2.0,0.2857,0.9683,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4967,十銓,7.0,3.0,2.0,0.2857,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4968,立積,7.0,4.0,1.0,0.1426,1.0,0.62,0.0005330490405117271,低風險,正常,正常
上市,2021,4976,佳凌,9.0,3.0,1.0,0.1111,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,4977,眾達-KY,7.0,3.0,0.0,0.0,0.9714,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4989,榮科,7.0,3.0,2.0,0.2857,0.9286,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4994,傳奇,5.0,3.0,1.0,0.2,0.9667,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,4999,鑫禾,9.0,4.0,1.0,0.1111,0.975,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5007,三星,9.0,3.0,1.0,0.1111,0.9556,0.5556,0.0005330490405117271,中風險,正常,正常
上市,2021,5203,訊連,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5215,科嘉-KY,9.0,3.0,0.0,0.0,0.9683,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5222,全訊,11.0,4.0,1.0,0.0909,0.9886,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5225,東科-KY,7.0,4.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5234,達興材料,9.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5243,乙盛-KY,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5244,弘凱,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5258,虹堡,7.0,3.0,0.0,0.0,0.9744,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5269,祥碩,7.0,3.0,0.0,0.0,0.9796,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5283,禾聯碩,9.0,3.0,0.0,0.0,0.9333,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5284,jpp-KY,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5285,界霖,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5288,豐祥-KY,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5306,桂盟,7.0,3.0,1.0,0.14,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5388,中磊,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5434,崇越,9.0,3.0,2.0,0.222,0.986,0.444,0.0005330490405117271,中風險,正常,正常
上市,2021,5469,瀚宇博,11.0,3.0,1.0,0.0909,0.974,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5471,松翰,9.0,3.0,0.0,0.0,0.97,0.44,0.0005330490405117271,中風險,正常,正常
上市,2021,5484,慧友,7.0,3.0,1.0,0.1429,0.9733,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2021,5515,建國,13.0,3.0,0.0,0.0,0.93,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5519,隆大,7.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5521,工信,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5522,遠雄,7.0,3.0,1.0,0.14,0.84,0.86,0.0005330490405117271,低風險,正常,正常
上市,2021,5525,順天,13.0,3.0,1.0,0.0769,0.862,0.2308,0.0005330490405117271,中風險,正常,異常
上市,2021,5531,鄉林,7.0,3.0,1.0,0.1429,0.9675,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2021,5533,皇鼎,9.0,3.0,2.0,0.2222,1.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2021,5534,長虹,9.0,3.0,1.0,0.1111,0.8765,0.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5538,東明-KY,7.0,3.0,1.0,0.1429,0.9592,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2021,5546,永固-KY,7.0,3.0,2.0,0.29,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5607,遠雄港,5.0,2.0,0.0,0.0,0.75,0.6,0.0005330490405117271,低風險,正常,正常
上市,2021,5608,四維航,6.0,3.0,1.0,0.1667,0.9762,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5706,鳳凰,9.0,3.0,1.0,0.0011,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5871,中租-KY,9.0,3.0,1.0,0.1111,0.9907,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5876,上海商銀,9.0,3.0,0.0,0.0,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,5880,合庫金,15.0,4.0,3.0,0.2,0.9156,1.0,0.0005330490405117271,中風險,正常,異常
上市,2021,5906,台南-KY,7.0,3.0,2.0,0.28,0.91,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,5907,大洋-KY,7.0,3.0,2.0,0.2857,0.9524,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6005,群益證,11.0,3.0,0.0,0.0,0.9273,0.8182,0.0005330490405117271,中風險,正常,正常
上市,2021,6024,群益期,7.0,3.0,2.0,0.2857,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6108,競國,6.0,3.0,4.0,0.67,0.975,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6112,邁達特,8.0,3.0,2.0,0.25,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6115,鎰勝,9.0,3.0,2.0,0.2222,0.9454,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6116,彩晶,7.0,3.0,4.0,0.57,0.98,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6117,迎廣,7.0,3.0,3.0,0.4286,1.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6120,達運,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6128,上福,9.0,2.0,2.0,0.2857,0.9643,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6133,金橋,7.0,2.0,1.0,0.1428,0.8571,0.1428,0.0005330490405117271,低風險,正常,正常
上市,2021,6136,富爾特,7.0,3.0,1.0,0.14,0.92,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6139,亞翔,8.0,3.0,1.0,0.125,0.8929,0.125,0.0005330490405117271,中風險,正常,正常
上市,2021,6141,柏承,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6142,友勁,7.0,3.0,0.0,0.0,1.0,0.85,0.0005330490405117271,低風險,正常,正常
上市,2021,6152,百一,7.0,7.0,0.0,0.0,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6153,嘉聯益,8.0,3.0,1.0,0.125,0.9836,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6155,鈞寶,11.0,3.0,1.0,0.0909,0.9242,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6164,華興,9.0,3.0,1.0,0.1111,0.8888,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6165,浪凡,7.0,3.0,0.0,0.4286,0.9683,0.3571,0.0005330490405117271,低風險,正常,正常
上市,2021,6166,凌華,8.0,3.0,2.0,0.25,0.97,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6168,宏齊,7.0,3.0,0.0,0.0,0.9762,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6176,瑞儀,10.0,4.0,1.0,0.1,0.9904,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6177,達麗,7.0,3.0,1.0,0.1429,0.9333,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6183,關貿,15.0,3.0,3.0,0.2,0.94,1.0,0.0005330490405117271,中風險,正常,異常
上市,2021,6184,大豐電,7.0,2.0,1.0,0.1429,1.0,0.2,0.0005330490405117271,低風險,正常,正常
上市,2021,6189,豐藝,7.0,3.0,2.0,0.2857,0.9796,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6191,精成科,9.0,3.0,0.0,0.0,0.9861,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6192,巨路,7.0,2.0,1.0,0.143,0.9286,0.143,0.0005330490405117271,低風險,正常,正常
上市,2021,6196,帆宣,9.0,3.0,2.0,0.2222,1.0,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6197,佳必琪,7.0,3.0,2.0,0.2857,1.0,0.5714,0.0005330490405117271,低風險,正常,正常
上市,2021,6201,亞弘電,7.0,3.0,1.0,0.1429,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6202,盛群,9.0,3.0,0.0,0.0,0.97,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6205,詮欣,7.0,2.0,2.0,0.2857,1.0,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6206,飛捷,7.0,3.0,1.0,0.14,0.9286,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6209,今國光,8.0,2.0,1.0,0.125,0.87,0.375,0.0005330490405117271,中風險,正常,正常
上市,2021,6213,聯茂,9.0,4.0,3.0,0.33,0.9841,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6214,精誠,13.0,3.0,2.0,0.1538,0.989,1.0,0.0005330490405117271,中風險,正常,異常
上市,2021,6215,和椿,7.0,3.0,0.0,0.0,0.9429,1.0,0.0005330490405117271,低風險,正常,正常
上市,2021,6216,居易,9.0,3.0,1.0,0.1111,0.8594,1.0,0.0005330490405117271,中風險,正常,正常
上市,2021,6224,聚鼎,10.0,3.0,0.0,0.0,0.8556,0.3333,0.0005330490405117271,中風險,正常,正常
