市場別,年份,公司代號,公司名稱,董事席次,獨立董事席次,女性董事席次,女性董事比例,董事會出席率,董事進修比率,網絡中心性,風險等級,漂綠標籤,異常標籤
上市,2023,2324,仁寶,15.0,3.0,0.8857,0.6667,0.0,0.0,0.0005330490405117271,中風險,正常,異常
上市,2023,2327,國巨,9.0,3.0,0.8222,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2328,廣宇,7.0,4.0,1.0,0.8888,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2329,華泰,6.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2330,台積電,10.0,6.0,0.94,0.2,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,2331,精英,5.0,3.0,0.9636,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2332,友訊,9.0,3.0,0.949,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2337,旺宏,15.0,4.0,0.981,1.0,2.0,0.1333,0.0005330490405117271,中風險,正常,異常
上市,2023,2338,光罩,7.0,3.0,1.0,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2340,台亞,4.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,異常
上市,2023,2342,茂矽,9.0,4.0,0.9672,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2344,華邦電,11.0,4.0,0.9273,1.0,3.0,0.2727,0.0005330490405117271,中風險,正常,正常
上市,2023,2345,智邦,7.0,4.0,0.9429,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2347,聯強,9.0,3.0,0.9444,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2348,海悅,13.0,4.0,0.875,0.8462,2.0,0.1538,0.0005330490405117271,中風險,正常,異常
上市,2023,2349,錸德,7.0,3.0,0.9048,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2351,順德,9.0,4.0,0.9815,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2352,佳世達,9.0,5.0,1.0,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2353,宏碁,7.0,4.0,0.9574,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2354,鴻準,5.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2355,敬鵬,9.0,3.0,0.9444,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2356,英業達,9.0,3.0,0.98,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2357,華碩,15.0,5.0,0.9778,1.0,2.0,0.1333,0.0005330490405117271,中風險,正常,異常
上市,2023,2359,所羅門,9.0,4.0,1.0,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2360,致茂,9.0,4.0,0.9756,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2362,藍天,6.0,2.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2363,矽統,7.0,3.0,0.9552,1.0,3.0,0.42,0.0005330490405117271,低風險,正常,正常
上市,2023,2364,倫飛,11.0,4.0,0.8133,1.0,2.0,0.182,0.0005330490405117271,中風險,正常,正常
上市,2023,2365,昆盈,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2367,燿華,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2368,金像電,10.0,4.0,0.9,1.0,3.0,0.3,0.0005330490405117271,中風險,正常,正常
上市,2023,2369,菱生,9.0,3.0,0.93,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2371,大同,9.0,3.0,0.9596,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2373,震旦行,7.0,3.0,0.964,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2374,佳能,9.0,3.0,0.98,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2375,凱美,7.0,3.0,0.96,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2376,技嘉,11.0,5.0,0.964,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,2377,微星,11.0,3.0,0.9697,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,2379,瑞昱,10.0,3.0,0.9,0.3,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,2380,虹光,7.0,4.0,0.8367,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2382,廣達,7.0,3.0,0.9762,0.7143,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2383,台光電,7.0,3.0,0.9286,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2385,群光,8.0,3.0,1.0,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,2387,精元,7.0,3.0,1.0,0.1429,3.0,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2023,2388,威盛,8.0,4.0,0.9667,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,2390,云辰,7.0,3.0,0.881,0.8571,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2392,正崴,9.0,4.0,0.97,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2393,億光,8.0,4.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2395,研華,9.0,3.0,0.9841,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2397,友通,7.0,3.0,0.9429,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2399,映泰,7.0,3.0,0.8571,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2401,凌陽,7.0,4.0,0.9821,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2402,毅嘉,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2404,漢唐,8.0,3.0,0.9592,0.875,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,2405,輔信,7.0,3.0,0.9423,1.0,5.0,0.7143,0.0005330490405117271,低風險,正常,正常
上市,2023,2406,國碩,7.0,3.0,0.9038,1.0,2.0,0.0029,0.0005330490405117271,低風險,正常,正常
上市,2023,2408,南亞科,12.0,4.0,0.9833,0.9167,2.0,0.1667,0.0005330490405117271,中風險,正常,正常
上市,2023,2409,友達,8.0,4.0,1.0,1.0,3.0,0.375,0.0005330490405117271,中風險,正常,正常
上市,2023,2412,中華電,13.0,5.0,0.9841,1.0,3.0,0.2308,0.0005330490405117271,中風險,正常,正常
上市,2023,2413,環科,11.0,4.0,0.9273,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,2414,精技,9.0,4.0,0.9535,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2415,錩新,7.0,3.0,1.0,1.0,1.0,0.1428,0.0005330490405117271,低風險,正常,正常
上市,2023,2417,圓剛,8.0,4.0,1.0,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,2419,仲琦,9.0,3.0,0.9556,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2420,新巨,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2421,建準,9.0,4.0,0.96,1.0,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,2423,固緯,9.0,3.0,1.0,1.0,1.0,0.111,0.0005330490405117271,中風險,正常,正常
上市,2023,2424,隴華,9.0,4.0,0.9365,0.6667,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2425,承啟,7.0,4.0,0.9428,1.0,1.0,0.1428,0.0005330490405117271,低風險,正常,正常
上市,2023,2426,鼎元,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2427,三商電,9.0,4.0,0.8571,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2428,興勤,7.0,3.0,0.9592,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2429,銘旺科,7.0,3.0,0.8923,0.14,1.0,0.14,0.0005330490405117271,低風險,正常,正常
上市,2023,2430,燦坤,7.0,3.0,0.9286,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2431,聯昌,11.0,3.0,0.9688,1.0,4.0,0.3636,0.0005330490405117271,中風險,正常,正常
上市,2023,2432,倚天酷碁-創,7.0,4.0,1.0,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2433,互盛電,7.0,3.0,0.9286,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2434,統懋,7.0,3.0,0.8421,1.0,4.0,0.5714,0.0005330490405117271,低風險,正常,正常
上市,2023,2436,偉詮電,10.0,3.0,1.0,1.0,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,2438,翔耀,7.0,3.0,0.75,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2439,美律,9.0,3.0,0.9333,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2440,太空梭,7.0,3.0,0.9524,0.2857,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2441,超豐,9.0,3.0,0.9167,0.6667,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2442,新美齊,7.0,3.0,0.9388,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2444,兆勁,8.0,4.0,0.9429,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,2449,京元電子,8.0,3.0,0.9792,0.375,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2450,神腦,13.0,5.0,0.9655,0.8462,2.0,0.1538,0.0005330490405117271,中風險,正常,異常
上市,2023,2451,創見,9.0,3.0,0.9722,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2453,凌群,7.0,3.0,0.95,0.71,2.0,0.29,0.0005330490405117271,低風險,正常,正常
上市,2023,2454,聯發科,9.0,4.0,0.98,1.0,1.0,0.11,0.0005330490405117271,中風險,正常,正常
上市,2023,2455,全新,11.0,3.0,0.987,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,2457,飛宏,9.0,4.0,0.8333,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2458,義隆,9.0,4.0,0.921,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2459,敦吉,9.0,4.0,1.0,0.4444,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2460,建通,7.0,3.0,0.9429,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2461,光群雷,7.0,4.0,0.9762,1.0,3.0,0.43,0.0005330490405117271,低風險,正常,正常
上市,2023,2462,良得電,9.0,4.0,1.0,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2464,盟立,8.0,2.0,0.8824,0.5,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,2465,麗臺,7.0,4.0,0.9048,0.4286,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2466,冠西電,8.0,3.0,0.9215,1.0,3.0,0.375,0.0005330490405117271,中風險,正常,正常
上市,2023,2467,志聖,8.0,4.0,0.9615,0.625,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2468,華經,6.0,2.0,0.963,1.0,5.0,0.8333,0.0005330490405117271,低風險,正常,正常
上市,2023,2471,資通,9.0,4.0,0.9706,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2472,立隆電,9.0,4.0,0.9444,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2474,可成,7.0,3.0,0.9048,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2476,鉅祥,9.0,4.0,0.9831,1.0,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,2477,美隆電,10.0,3.0,0.9167,0.2,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,2478,大毅,9.0,4.0,1.0,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2480,敦陽科,11.0,4.0,0.9545,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2481,強茂,10.0,4.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2482,連宇,7.0,4.0,1.0,0.1429,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2483,百容,9.0,4.0,1.0,1.0,3.0,0.33,0.0005330490405117271,中風險,正常,正常
上市,2023,2484,希華,10.0,3.0,0.9429,1.0,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,2485,兆赫,13.0,3.0,0.5385,0.2308,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2486,一詮,8.0,4.0,1.0,0.75,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2488,漢平,12.0,4.0,0.9867,1.0,1.0,0.0833,0.0005330490405117271,中風險,正常,正常
上市,2023,2489,瑞軒,11.0,4.0,0.9697,1.0,3.0,0.0027,0.0005330490405117271,中風險,正常,正常
上市,2023,2491,吉祥全,7.0,3.0,0.9142,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2492,華新科,7.0,3.0,0.918,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2493,揚博,8.0,4.0,1.0,0.5,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,2495,普安,7.0,4.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2496,卓越,10.0,4.0,0.9649,1.0,5.0,0.5,0.0005330490405117271,中風險,正常,正常
上市,2023,2497,怡利電,6.0,4.0,0.9701,1.0,1.0,0.1,0.0005330490405117271,低風險,正常,正常
上市,2023,2498,宏達電,8.0,4.0,0.9667,0.875,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,2501,國建,9.0,3.0,0.951,1.0,1.0,0.11,0.0005330490405117271,中風險,正常,正常
上市,2023,2504,國產,12.0,4.0,0.9792,1.0,1.0,0.0833,0.0005330490405117271,中風險,正常,正常
上市,2023,2505,國揚,9.0,3.0,0.9432,1.0,1.0,0.11,0.0005330490405117271,中風險,正常,正常
上市,2023,2506,太設,9.0,3.0,1.0,1.0,1.0,0.0011,0.0005330490405117271,中風險,正常,正常
上市,2023,2509,全坤建,6.0,3.0,1.0,0.5,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2511,太子,17.0,5.0,0.93,0.8235,3.0,0.1765,0.0005330490405117271,高風險,正常,異常
上市,2023,2514,龍邦,8.0,4.0,1.0,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,2515,中工,9.0,3.0,0.91,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2516,新建,9.0,3.0,0.8,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2520,冠德,9.0,3.0,0.8642,1.0,1.0,0.11,0.0005330490405117271,中風險,正常,正常
上市,2023,2524,京城,8.0,4.0,0.9,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,2527,宏璟,11.0,3.0,0.9596,0.4545,4.0,0.3636,0.0005330490405117271,中風險,正常,正常
上市,2023,2528,皇普,7.0,4.0,0.8936,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2530,華建,7.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2534,宏盛,7.0,3.0,0.9683,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2535,達欣工,7.0,3.0,0.9796,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2536,宏普,7.0,4.0,0.9762,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2537,聯上發,7.0,3.0,0.9796,0.8571,3.0,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2023,2538,基泰,11.0,3.0,0.8961,0.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,2539,櫻花建,7.0,3.0,1.0,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2540,愛山林,7.0,3.0,0.8929,0.4286,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2542,興富發,6.0,2.0,0.9692,1.0,1.0,0.1667,0.0005330490405117271,低風險,正常,正常
上市,2023,2543,皇昌,7.0,3.0,0.9591,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2545,皇翔,11.0,4.0,0.974,0.0909,3.0,0.2727,0.0005330490405117271,中風險,正常,正常
上市,2023,2546,根基,9.0,3.0,0.9305,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2547,日勝生,9.0,4.0,0.9899,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2548,華固,10.0,4.0,0.9552,1.0,2.0,0.2,0.0005330490405117271,中風險,正常,正常
上市,2023,2597,潤弘,9.0,3.0,0.8889,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2601,益航,7.0,4.0,0.8571,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2603,長榮,9.0,3.0,0.9886,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2605,新興,7.0,4.0,0.9143,0.1429,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2606,裕民,11.0,3.0,0.97,1.0,2.0,0.1818,0.0005330490405117271,中風險,正常,正常
上市,2023,2607,榮運,9.0,3.0,0.9855,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2608,嘉里大榮,9.0,3.0,0.8421,0.44,2.0,0.22,0.0005330490405117271,中風險,正常,正常
上市,2023,2609,陽明,11.0,3.0,0.8902,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2610,華航,13.0,3.0,0.9487,1.0,3.0,0.2308,0.0005330490405117271,中風險,正常,正常
上市,2023,2611,志信,7.0,3.0,0.9592,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2612,中航,9.0,3.0,0.9444,0.7778,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2613,中櫃,11.0,3.0,0.9545,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,2614,東森,7.0,4.0,0.961,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2615,萬海,7.0,3.0,0.93,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2616,山隆,9.0,3.0,0.9804,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2617,台航,8.0,3.0,0.875,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2618,長榮航,9.0,3.0,1.0,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2630,亞航,11.0,4.0,0.9091,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2633,台灣高鐵,15.0,5.0,0.9459,1.0,3.0,0.2,0.0005330490405117271,中風險,正常,異常
上市,2023,2634,漢翔,10.0,3.0,0.8514,1.0,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,2636,台驊投控,1.0,3.0,0.9556,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,異常
上市,2023,2637,慧洋-KY,9.0,5.0,0.9481,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2642,宅配通,11.0,3.0,0.9391,1.0,2.0,0.1818,0.0005330490405117271,中風險,正常,正常
上市,2023,2645,長榮航太,9.0,3.0,0.9815,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2701,萬企,5.0,3.0,1.0,1.0,1.0,0.2,0.0005330490405117271,低風險,正常,正常
上市,2023,2702,華園,7.0,4.0,0.86,0.7143,2.0,0.29,0.0005330490405117271,低風險,正常,正常
上市,2023,2704,國賓,15.0,3.0,0.7333,0.4667,4.0,0.2666,0.0005330490405117271,中風險,正常,異常
上市,2023,2705,六福,7.0,4.0,0.9714,1.0,3.0,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2023,2706,第一店,4.0,2.0,0.95,1.0,2.0,0.5,0.0005330490405117271,低風險,正常,異常
上市,2023,2707,晶華,9.0,3.0,0.8611,0.3333,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,2712,遠雄來,7.0,3.0,0.9857,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2722,夏都,12.0,3.0,0.9167,1.0,5.0,0.4167,0.0005330490405117271,中風險,正常,正常
上市,2023,2723,美食-KY,8.0,4.0,1.0,0.5,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,2727,王品,7.0,4.0,0.8788,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2731,雄獅,9.0,3.0,0.9574,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2739,寒舍,10.0,4.0,0.807,1.0,5.0,0.5,0.0005330490405117271,中風險,正常,正常
上市,2023,2748,雲品,7.0,3.0,0.9318,1.0,3.0,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2023,2753,八方雲集,9.0,4.0,1.0,1.0,4.0,0.4444,0.0005330490405117271,中風險,正常,正常
上市,2023,2762,世界健身-KY,9.0,4.0,0.9726,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2801,彰銀,9.0,3.0,1.0,1.0,4.0,0.4444,0.0005330490405117271,中風險,正常,正常
上市,2023,2809,京城銀,7.0,3.0,0.9523,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2812,台中銀,9.0,4.0,0.992,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2816,旺旺保,9.0,3.0,0.0097,0.01,2.0,0.0022,0.0005330490405117271,中風險,正常,正常
上市,2023,2820,華票,11.0,3.0,0.9773,1.0,2.0,0.1818,0.0005330490405117271,中風險,正常,正常
上市,2023,2832,台產,11.0,3.0,0.9,1.0,4.0,0.3637,0.0005330490405117271,中風險,正常,正常
上市,2023,2834,臺企銀,15.0,5.0,0.964,1.0,2.0,0.133,0.0005330490405117271,中風險,正常,異常
上市,2023,2836,高雄銀,11.0,3.0,0.9531,1.0,2.0,0.1818,0.0005330490405117271,中風險,正常,正常
上市,2023,2838,聯邦銀,9.0,3.0,0.9444,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2845,遠東銀,11.0,3.0,0.83,1.0,3.0,0.2727,0.0005330490405117271,中風險,正常,正常
上市,2023,2849,安泰銀,11.0,3.0,0.95,1.0,3.0,0.27,0.0005330490405117271,中風險,正常,正常
上市,2023,2850,新產,11.0,3.0,0.9242,1.0,2.0,0.1818,0.0005330490405117271,中風險,正常,正常
上市,2023,2851,中再保,9.0,3.0,1.0,1.0,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,2852,第一保,10.0,3.0,0.923,1.0,1.0,0.0769,0.0005330490405117271,中風險,正常,正常
上市,2023,2855,統一證,19.0,4.0,0.9579,1.0,8.0,0.4211,0.0005330490405117271,高風險,正常,異常
上市,2023,2867,三商壽,11.0,4.0,0.9623,1.0,1.0,0.09,0.0005330490405117271,中風險,正常,正常
上市,2023,2880,華南金,19.0,4.0,0.9167,1.0,5.0,0.2778,0.0005330490405117271,高風險,正常,異常
上市,2023,2881,富邦金,14.0,5.0,0.9439,1.0,1.0,0.0714,0.0005330490405117271,中風險,正常,正常
上市,2023,2882,國泰金,13.0,5.0,0.9231,1.0,3.0,0.2308,0.0005330490405117271,中風險,正常,正常
上市,2023,2883,開發金,8.0,3.0,0.96,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2884,玉山金,12.0,5.0,0.9861,1.0,2.0,0.1617,0.0005330490405117271,中風險,正常,正常
上市,2023,2885,元大金,9.0,4.0,0.9829,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,2886,兆豐金,14.0,5.0,1.0,1.0,7.0,0.5,0.0005330490405117271,中風險,正常,異常
上市,2023,2887,台新金,7.0,3.0,0.9592,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2888,新光金,15.0,3.0,0.94,1.0,4.0,0.2667,0.0005330490405117271,中風險,正常,異常
上市,2023,2889,國票金,9.0,4.0,0.9679,1.0,2.0,0.1538,0.0005330490405117271,中風險,正常,正常
上市,2023,2890,永豐金,7.0,3.0,1.0,1.0,3.0,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2023,2891,中信金,7.0,4.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,2892,第一金,15.0,5.0,0.9781,0.9333,8.0,0.5333,0.0005330490405117271,中風險,正常,異常
上市,2023,2897,王道銀行,12.0,4.0,0.9902,1.0,4.0,0.33,0.0005330490405117271,中風險,正常,正常
上市,2023,2901,欣欣,9.0,3.0,0.9167,0.2222,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,2903,遠百,7.0,3.0,0.8929,1.0,3.0,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2023,2904,匯僑,7.0,2.0,0.9142,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2905,三商,10.0,4.0,0.8488,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2906,高林,11.0,3.0,0.9753,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2908,特力,7.0,4.0,0.9702,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,2910,統領,10.0,3.0,0.8667,0.0,2.0,0.2,0.0005330490405117271,中風險,正常,正常
上市,2023,2911,麗嬰房,7.0,3.0,0.9524,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,2912,統一超,13.0,3.0,1.0,1.0,2.0,0.1538,0.0005330490405117271,中風險,正常,正常
上市,2023,2913,農林,11.0,4.0,0.8182,0.7272,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,2915,潤泰全,9.0,3.0,0.85,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,2923,鼎固-KY,12.0,4.0,0.913,1.0,3.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,2929,淘帝-KY,1.0,3.0,0.9762,0.25,0.0,0.0,0.0005330490405117271,低風險,正常,異常
上市,2023,2939,凱羿-KY,8.0,4.0,0.9359,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,2945,三商家購,9.0,3.0,0.8254,0.6667,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,3002,歐格,11.0,4.0,1.0,0.4545,2.0,0.1818,0.0005330490405117271,中風險,正常,正常
上市,2023,3003,健和興,7.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
