市場別,報告年度,公司代號,公司名稱,再生能源使用率,資料範圍,驗證狀態,網絡中心性,漂綠標籤,風險等級,異常標籤
上市,2021,3653,健策,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,3661,世芯-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,3665,貿聯-KY,6.36,統計範圍涵蓋集團 17 個生產據點：昆山貿聯廠、昆山翔光廠、常州廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、塞爾維亞廠、斯洛伐克廠、加州廠、德州廠、墨西哥廠。,ISO 14001,0.0016090104585679806,無漂綠跡象,低風險,正常
上市,2021,3669,圓展,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,3673,TPK-KY,46.5681,宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,ISO 9001,0.0012067578439259854,可能漂綠,低風險,正常
上市,2021,3679,新至陞,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,3686,達能,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,3694,海華,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,3701,大眾控,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,3702,大聯大,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,3703,欣陸,3.2,母公司及主要營運子公司,ISO 14001,0.00040225261464199515,無漂綠跡象,低風險,正常
上市,2021,3704,合勤控,0.0,母公司,Unknown,0.0012067578439259854,可能漂綠,高風險,正常
上市,2021,3705,永信,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,3706,神達,0.803,"合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS",Unknown,0.0016090104585679806,無漂綠跡象,高風險,正常
上市,2021,3708,上緯投控,0.0,上緯興業股份有限公司及上偉碳纖複合材料股份有限公司,Unknown,0.0012067578439259854,可能漂綠,高風險,正常
上市,2021,3711,日月光投控,24.0397,包含再生能源或憑證,ISO 9001,0.0008045052292839903,可能漂綠,低風險,正常
上市,2021,3712,永崴投控,0.0,nan,Unknown,0.0012067578439259854,可能漂綠,高風險,正常
上市,2021,3714,富采,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,3716,中化控股,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4104,佳醫,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4106,雃博,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4108,懷特,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4119,旭富,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4133,亞諾法,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4137,麗豐-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4142,國光生,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4148,全宇生技-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4155,訊映,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4164,承業醫,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4190,佐登-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4306,炎洲,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4414,如興,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4426,利勤,0.0,nan,ISO 9001,0.00040225261464199515,無漂綠跡象,低風險,正常
上市,2021,4438,廣越,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4439,冠星-KY,0.9049,Top Sports Textile Limited,ISO 14001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,4440,宜新實業,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4526,東台,0.0,nan,ISO 9001,0.00040225261464199515,無漂綠跡象,低風險,正常
上市,2021,4532,瑞智,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4536,拓凱,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4540,全球傳動,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4545,銘鈺,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4551,智伸科,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4552,力達-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4555,氣立,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4557,永新-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4560,強信-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4562,穎漢,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4564,元翎,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4566,時碩工業,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4571,鈞興-KY,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4572,駐龍,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4576,大銀微系統,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4581,光隆精密-KY,0.0,合併財務報表之母子公司,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4583,台灣精銳,0.0,母公司,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4720,德淵,0.21,母公司,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,4722,國精化,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4736,泰博,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4737,華廣,2.0,母公司,Unknown,0.0008045052292839903,無漂綠跡象,高風險,正常
上市,2021,4739,康普,0.0,nan,ISO 9001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,4746,台耀,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4755,三福化,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4763,材料-KY,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4764,雙鍵,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4766,南寶,0.0,nan,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,4770,上品,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4807,日成-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4904,遠傳,0.18,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,4906,正文,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4912,聯德控股-KY,35.0,重要子公司聯德精密材料(中國)股份有限公司,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4915,致伸,14.1,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼及東城迪芬尼,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,4916,事欣科,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4919,新唐,0.0,僅母公司,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4927,泰鼎-KY,0.0,nan,Unknown,0.0012067578439259854,可能漂綠,高風險,正常
上市,2021,4930,燦星網,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4934,太極,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4935,茂林-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4938,和碩,6.0,和碩聯合科技(股)公司、名碩電腦(蘇州)、凱碩電腦(蘇州)、昌碩科技(上海)、世碩電子(昆山)、旭碩科技(重慶)、Pegatron MEXICO S.A.DEC.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、Pegatron Japan Inc.、PEGATRON SERVICE SINGAPORE PTE. LTD.、PEGATRON SERVICE KOREA LLC.、PEGATRON TECHNOLOGY SERVICE INC.、PEGATRON SERVICE AUSTRALIA PTY. LTD.,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,4942,嘉彰,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4943,康控-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4952,凌通,0.0,母公司,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4956,光鋐,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4958,臻鼎-KY,0.2,大陸園區自建太陽能發電量,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,4960,誠美材,1.245,僅母公司,Unknown,0.00040225261464199515,無漂綠跡象,高風險,正常
上市,2021,4961,天鈺,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,4967,十銓,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4968,立積,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4976,佳凌,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4977,眾達-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4989,榮科,0.0,nan,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,4994,傳奇,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,4999,鑫禾,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5007,三星,0.0,nan,ISO 9001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,5203,訊連,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5215,科嘉-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5222,全訊,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5225,東科-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5234,達興材料,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,5243,乙盛-KY,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,5244,弘凱,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5258,虹堡,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5269,祥碩,0.0,"範圍: 110/1/1~12/31, 祥碩總公司辦公室",Unknown,0.0016090104585679806,可能漂綠,高風險,正常
上市,2021,5283,禾聯碩,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5284,jpp-KY,16.2201,泰國經寶精密工業股份有限公司,ISO 14001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,5285,界霖,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5288,豐祥-KY,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,5306,桂盟,0.0,母公司,Unknown,0.0012067578439259854,可能漂綠,高風險,正常
上市,2021,5388,中磊,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,5434,崇越,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,5469,瀚宇博,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5471,松翰,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5484,慧友,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5515,建國,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5519,隆大,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5521,工信,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5522,遠雄,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5525,順天,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5531,鄉林,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5533,皇鼎,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5534,長虹,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5538,東明-KY,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,5546,永固-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5607,遠雄港,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5608,四維航,0.0,本公司於申報年度未使用再生能源，故不適用,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,5706,鳳凰,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5871,中租-KY,0.0,nan,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,5876,上海商銀,0.0,僅母公司,ISO 9001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,5880,合庫金,0.05,合庫金控及各子公司，合計333處據點。,ISO 9001,0.0028157683024939663,無漂綠跡象,低風險,正常
上市,2021,5906,台南-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,5907,大洋-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6005,群益證,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6024,群益期,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6108,競國,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6112,邁達特,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6115,鎰勝,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6116,彩晶,0.0,nan,ISO 9001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,6117,迎廣,0.0,nan,ISO 9001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,6120,達運,0.0,nan,Unknown,0.0012067578439259854,可能漂綠,高風險,正常
上市,2021,6128,上福,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6133,金橋,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6136,富爾特,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6139,亞翔,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6141,柏承,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6142,友勁,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6152,百一,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6153,嘉聯益,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6155,鈞寶,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6164,華興,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6165,浪凡,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6166,凌華,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6168,宏齊,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6176,瑞儀,3.0,台灣與中國大陸製造廠區,Unknown,0.00040225261464199515,無漂綠跡象,高風險,正常
上市,2021,6177,達麗,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6183,關貿,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6184,大豐電,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6189,豐藝,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6191,精成科,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6192,巨路,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6196,帆宣,22.6,母公司-南科廠區,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6197,佳必琪,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6201,亞弘電,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6202,盛群,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6205,詮欣,0.0,母公司,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6206,飛捷,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6209,今國光,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6213,聯茂,0.0,nan,ISO 9001,0.00040225261464199515,無漂綠跡象,低風險,正常
上市,2021,6214,精誠,1.3,僅母公司,ISO 9001,0.00040225261464199515,無漂綠跡象,低風險,正常
上市,2021,6215,和椿,0.0,台灣全部公司,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6216,居易,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6224,聚鼎,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6225,天瀚,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6226,光鼎,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6230,尼得科超眾,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6235,華孚,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6239,力成,0.0,1. 2022年H2已規劃建置太陽能光電系統。 2. 2025年底前購買10%再生能源電力及憑證。,ISO 9001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,6243,迅杰,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6257,矽格,0.0,矽格-北興 中興 湖口廠區,Unknown,0.0012067578439259854,可能漂綠,高風險,正常
上市,2021,6269,台郡,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6271,同欣電,0.0255,母公司,Unknown,0.0012067578439259854,無漂綠跡象,高風險,正常
上市,2021,6277,宏正,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6278,台表科,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6281,全國電,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6282,康舒,0.0,2021年康舒科技股份有限公司永續報告書,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,6283,淳安,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6285,啟碁,0.0,WNC全據點,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,6288,聯嘉,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6405,悅城,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6409,旭隼,80.0,1.旭隼科技主要業務為不斷電系統、太陽能產品、儲能系統、變頻器、電動車充電樁等產品， 2.旭隼科技產品壽命結束後，再使用或者再生利用率均超過80%，可回收利用率均超過70%，符合歐盟WEEE指令的最新要求。 3.請參閱本公司ESG報告及TCFD報告,ISO 14001,0.0012067578439259854,可能漂綠,低風險,正常
上市,2021,6412,群電,3.41,使用太陽能發電與購買綠電憑證,ISO 9001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,6414,樺漢,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6415,矽力*-KY,0.0,母公司包含杭州子公司(重要子公司),Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6416,瑞祺電通,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6426,統新,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6431,光麗-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6438,迅得,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6442,光聖,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6443,元晶,0.0,廠區用電來源為台電，廠區太陽能光電售於台電無列入,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6446,藥華藥,11.444,僅台灣製造廠區,Unknown,0.0008045052292839903,無漂綠跡象,高風險,正常
上市,2021,6449,鈺邦,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6451,訊芯-KY,2.27,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,6456,GIS-KY,0.0,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,6464,台數科,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6472,保瑞,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6477,安集,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6491,晶碩,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6504,南六,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6505,台塑化,0.0,母公司,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6515,穎崴,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6525,捷敏-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6531,愛普*,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6533,晶心科,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6541,泰福-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6550,北極星藥業-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6552,易華電,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6558,興能高,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6573,虹揚-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6579,研揚,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6581,鋼聯,1.5661,僅母公司。,Unknown,0.0012067578439259854,無漂綠跡象,高風險,正常
上市,2021,6582,申豐,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6585,鼎基,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6591,動力-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6592,和潤企業,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6598,ABC-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6605,帝寶,0.0,0,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6625,必應,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6641,基士德-KY,51.0,合併報表之子公司之一-川源(中國)平湖廠區,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6655,科定,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6666,羅麗芬-KY,0.0,nan,ISO 9001,0.00040225261464199515,無漂綠跡象,低風險,正常
上市,2021,6668,中揚光,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6669,緯穎,0.0,nan,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,6670,復盛應用,4.8,桃園廠,Unknown,0.0008045052292839903,無漂綠跡象,高風險,正常
上市,2021,6671,三能-KY,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6672,騰輝電子-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6674,鋐寶科技,0.0,nan,ISO 14001,0.00040225261464199515,無漂綠跡象,低風險,正常
上市,2021,6691,洋基工程,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6698,旭暉應材,0.0,僅母公司,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6706,惠特,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6715,嘉基,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6719,力智,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6743,安普新,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
上市,2021,6754,匯僑設計,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6756,威鋒電子,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6768,志強-KY,0.0,nan,Unknown,0.00040225261464199515,可能漂綠,高風險,正常
上市,2021,6770,力積電,0.0,母公司,ISO 9001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,6776,展碁國際,0.0,僅申報公司,Unknown,0.0012067578439259854,可能漂綠,高風險,正常
上市,2021,6781,AES-KY,0.0,nan,Unknown,0.0012067578439259854,可能漂綠,高風險,正常
上市,2021,6789,采鈺,3.3665,采鈺新竹廠及中壢廠,ISO 9001,0.0012067578439259854,無漂綠跡象,低風險,正常
上市,2021,6790,永豐實,0.0,nan,ISO 9001,0.0008045052292839903,無漂綠跡象,低風險,正常
上市,2021,6792,詠業,0.0,nan,Unknown,0.0008045052292839903,可能漂綠,高風險,正常
