市場別,報告年度,公司代號,公司名稱,用水量,資料範圍,用水密集度,用水密集度-單位,驗證狀態,網絡中心性,漂綠標籤,風險等級,異常標籤
上市,2022,1435.0,中福,0.0,nan,0.0,,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1436.0,華友聯,0.177,僅母公司,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1437.0,勤益控,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1438.0,三地開發,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1439.0,雋揚,1003.7699,母公司,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1440.0,南紡,813880.0,母公司生產廠區,72.7497,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1441.0,大東,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1442.0,名軒,207.0,母公司,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1443.0,立益物流,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1444.0,力麗,506215.0,母公司各廠區,1.3593,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1445.0,大宇,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1446.0,宏和,23549.0,母公司,0.1538,千元營業額,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1447.0,力鵬,4715324.0,母公司各廠區,35.3,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1449.0,佳和,1894520.0,母公司,363.0,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1451.0,年興,2435899.0,包含合併財務報表之母子公司,0.2801,千元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1452.0,宏益,54674.0,包含合併財務報表之母子公司,2.289,每公噸產品,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1453.0,大將,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1454.0,台富,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1455.0,集盛,545553.0,母公司之五個製造廠區。,3.1803,產品,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1456.0,怡華,1895.0,台南官田廠,363.0,服務,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1457.0,宜進,1115.0,宜進實業股份有限公司及子公司(光明絲織廠股份有限公司、宏洲纖維工業股份有限公司、億東纖維股份有限公司、欣懋投資股份有限公司、大田國際開發股份有限公司、大宜國際開發股份有限公司)台北公司,1.224,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1459.0,聯發,8254.0,工廠,0.4215,產品,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1460.0,宏遠,2511532.0,母公司,182.14,產品,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1463.0,強盛新,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1464.0,得力,2964.0,水權狀+自來水,0.6803,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1465.0,偉全,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1466.0,聚隆,231531.0,母公司,83.13,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1467.0,南緯,4173.0,母公司,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1468.0,昶和,14460.0,母公司,21.07,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1470.0,大統新創,937715.0,合併財務報表之母子公司之桃園廠區,172.0,產量(公噸),Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1471.0,首利,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1472.0,三洋實業,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1473.0,台南,285958.0,包含合併財務報表之母子公司,0.0118,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1474.0,弘裕,957544.0,母公司,385.33,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1475.0,業旺,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1476.0,儒鴻,2423526.0,包含合併財務報表之母子公司,0.0609,百萬元營業額,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1477.0,聚陽,679295.0,"範圍含聚陽股份有限公司(總公司)、Leader Garments Corp.、Moha Garments Co., Ltd.、Triple Garment(Vietnam) Co., Ltd.、Makalot Garments(Vietnam) Co., Ltd.、Makalot Garments(Cambodia) Co., Ltd.、PT. Glory Industrial Semarang、 PT. Starlight Garment Semarang、Leader Garment(Vietnam) Co., Ltd.、Jiaxing Ruiyang Garment Co., Ltd、Jiaxing Rising Garment Co.,Ltd、Jiaxing Suntex Garment Co.,Ltd",21.17,百萬元營業額,ISO 14001,0.005621301775147929,無漂綠跡象,高風險,正常
上市,2022,1503.0,士電,222100.0,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,0.0073,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1504.0,東元,135107.0,台灣所有廠區,7.79,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1506.0,正道,13093.0,僅母公司,14.2,百萬元營業額,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1512.0,瑞利,21592.0,母公司,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1513.0,中興電,21927.0,母公司111年度自來水,1.1822,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1514.0,亞力,23763.0,母公司,3.3074,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1515.0,力山,6857.0,僅母公司,1.51,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1516.0,川飛,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1517.0,利奇,10103.0,彰化廠及南崗廠之自來水,2.623,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1519.0,華城,37884.0,僅母公司,5.2214,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1521.0,大億,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1522.0,堤維西,100.085,水費單,867.97,億元營收,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1524.0,耿鼎,71188.0,母公司,0.0385,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1525.0,江申,16408.0,僅母公司,10.94,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1526.0,日馳,12239.0,母公司,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1527.0,鑽全,22930.0,全公司,22930.0,千元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1528.0,恩德,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1529.0,樂事綠能,2112.0,年,0.0,,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1530.0,亞崴,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1531.0,高林股,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1532.0,勤美,107817.0,勤美股份有限公司金屬成型事業處,6.6373,產品,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1533.0,車王電,21109.0,母子(孫)公司,21109.0,千元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1535.0,中宇,18901.0,包含合併財務報表之母子公司,2.1372,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1536.0,和大,157279.0,僅母公司,21.43,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1537.0,廣隆,374928.0,包含合併財務報表之母子公司,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1538.0,正峰,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1539.0,巨庭,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1540.0,喬福,2.21,11101-11112,0.0,,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1541.0,錩泰,34950.0,僅母公司,0.0086,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1558.0,伸興,297725.0,合併財務報表之母子公司,0.1179,產品,ISO 14001,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1560.0,中砂,1408751.0,母公司,233.71,營業額,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1568.0,倉佑,16845.0,僅母公司,12.48,百萬營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1582.0,信錦,20281.0,母公司,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1583.0,程泰,46.07,111/01-111/12,0.0,,Unknown,0.001183431952662722,無漂綠跡象,高風險,正常
上市,2022,1587.0,吉茂,36958.0,111年,0.0,,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1589.0,永冠-KY,315200.0,合併財務報表之母子公司,33.5894,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1590.0,亞德客-KY,900710.0,包含集團全部生產工廠及大陸地區全部銷售公司，已涵蓋集團95%以上之用水量,56.27,每百萬元產值,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1597.0,直得,35054.0,母公司,24.7,百萬元營業額,ISO 14001,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1598.0,岱宇,11088.0,彰化一廠、二廠、五廠及台中辦公室,4.043,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1603.0,華電,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1604.0,聲寶,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1605.0,華新,14026956.0,楊梅廠、新莊廠、鹽水廠、臺中廠。東莞華新、江陰華新、江陰合金、上海華新、煙台華新、常熟華新、華新精密,11.01,產品,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1608.0,華榮,73642.0,涵蓋範圍僅限華榮電線電纜股份有限公司高楠工廠廠區,9.2912,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1609.0,大亞,280.203,2022年,10.4752,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1611.0,中電,3844.0,工廠,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1612.0,宏泰,67770.0,僅母公司,10.6199,百萬元營業額,ISO 14001,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1614.0,三洋電,59796.0,母子公司,9.734,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1615.0,大山,258192.0,111年度,58.24,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1616.0,億泰,17417.0,母公司,0.005,千元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1617.0,榮星,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1618.0,合機,18882.0,母公司(不含子公司),6.5929,百萬元營業額,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1626.0,艾美特-KY,275602.0,營運地深圳艾美特+九江艾美特,275602.0,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1702.0,南僑,1597294.0,台灣、中國大陸、泰國地區之製造單位及餐飲事業,0.0803,千元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1707.0,葡萄王,338110.0,葡萄王生技、葡眾企業,32.5,百萬元營業額,ISO 14001,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1708.0,東鹼,772170.0,僅母公司,96.2206,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1709.0,和益,105050.0,僅母公司(工廠),12.82,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1710.0,東聯,1990891.0,母公司,155.9,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1711.0,永光,721500.0,永光化學一~四廠、新竹全通科技、蘇州永光,82.51,百萬元產值,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1712.0,興農,800127.0,母公司王田廠區(王田廠、王田二廠、生物工廠),52.54,植物保護佰萬元營收,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1713.0,國化,73863.0,屏南分公司,0.129,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1714.0,和桐,13705.0,高雄廠,0.381,產品,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1717.0,長興,1073670.0,母公司及包含合併財務報表之國內與國外子公司,0.369,產品(公噸),ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1718.0,中纖,2156374.0,111年度總用水量,8.9984,總產品239638.7485公噸,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1720.0,生達,150439.0,生達一廠+生達二廠,54.27,百萬元營業額,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1721.0,三晃,209587.0,母公司,9.18,產品,ISO 14001,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1722.0,台肥,26010700.0,母公司 台中廠 花蓮廠 苗栗廠,31.56,產品,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1723.0,中碳,350000.0,母公司,33.518,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1725.0,元禎,2550.0,母公司,0.341,百萬元營業額,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1726.0,永記,64740.0,20220101~20221231,0.0,,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1727.0,中華化,377913.4517,桃園一廠、桃園二廠、彰化廠,0.002,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1730.0,花仙子,12460.0,包含合併財務報表之母子公司,4.474,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1731.0,美吾華,48634.2,台北總公司、台中及高雄服務中心及楊梅工廠及物流中心,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1732.0,毛寶,19243.0,母公司,32.782,噸CO2e/百萬營收,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1733.0,五鼎,49573.0,母子公司,0.0221,千元營收,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1734.0,杏輝,188394.0,母公司,0.075,仟元營業額,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1735.0,日勝化,39764.0,母公司,2.16,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1736.0,喬山,75.19,母公司,0.0022,個體營業收入（百萬元）,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1737.0,臺鹽,173309.0,環境會計資料,173309.0,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1752.0,南光,101289.0,總公司+台北辦公室年度總用水量，含民生用水,5221.0825,用水量101289公噸 / 營業額19.4億 = 5221.0825,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1760.0,寶齡富錦,47848.0,僅母公司,19.9449,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1762.0,中化生,83241.0,母公司,0.4,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1773.0,勝一,375042.0,母公司,1.7447,產品,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1776.0,展宇,2417.0,母公司(第1廠及第2廠),3.0829,營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1783.0,和康生,12792.0,母公司,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1786.0,科妍,31585.0,母公司,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1789.0,神隆,151662.0,僅母公司,49.41,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1795.0,美時,58122.0,母公司及重要子公司生產基地及研發中心,3.97,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1802.0,台玻,1880000.0,僅母公司,0.0,,ISO 14001,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1805.0,寶徠,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1806.0,冠軍,163158.0,自來水,0.0163,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1808.0,潤隆,188.0,本公司台北辦公室,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1809.0,中釉,8295.0,僅母公司,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1810.0,和成,219513.0,母公司,58.1337,百萬元營業額,ISO 14001,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1817.0,凱撒衛,2060.0,台灣地區,0.7716,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1903.0,士紙,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1904.0,正隆,1015708.0,母公司,10.53,千公升/噸 (工業用紙產量),Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,1905.0,華紙,23381993.0,華紙台灣四個生產據點,19.64,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1906.0,寶隆,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,1907.0,永豐餘,31285457.0,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣區合計13個生產據點。,13.38,產品,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,1909.0,榮成,4656780.0,全台灣廠區,87.917,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2002.0,中鋼,43076000.0,母公司,4.86,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2006.0,東和鋼鐵,2108753.0,母公司,1.103,公噸鋼胚產量,ISO 14001,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2007.0,燁興,126305.0,本公司,10.13,百萬元營業額,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2008.0,高興昌,33930.0,總公司(無子公司)含屏南廠,0.6804,產品,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2009.0,第一銅,205990.0,僅計算第一伸銅科技股份有限公司臨海廠,2.46,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2010.0,春源,87035.0,台灣總公司及北中南各生產營業據點,0.202,產品,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2012.0,春雨,211559.0,母公司,0.0386,千元營業額,ISO 14001,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2013.0,中鋼構,37741.0,僅母公司,0.0,,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2014.0,中鴻,1193022.0,母公司,0.486,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2015.0,豐興,1797166.0,僅母公司,46.55,百萬元營業額,ISO 14001,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2017.0,官田鋼,144421.0,母公司,53.06,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2020.0,美亞,16499.0,111年度,0.0026,營業額單位：千元營業額,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2022.0,聚亨,38727.0,母公司,0.57,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2023.0,燁輝,334640.0,燁輝企業股份有限公司(僅母公司),9.976,百萬元營業額,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2024.0,志聯,218382.0,自來水+地下水,186.81,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2025.0,千興,30858.0,僅母公司,0.0251,千元營業額,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2027.0,大成鋼,109800.0,僅母公司,0.0075,營業額(百萬公升/百萬元),Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2028.0,威致,644630.0,個別公司,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2029.0,盛餘,416130.0,2022年績效月報,0.4183,產品,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2030.0,彰源,121713.0,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,0.8443,生產量,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2031.0,新光鋼,22.0,母公司,0.0015,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2032.0,新鋼,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2033.0,佳大,33132.3,母公司,40.8637,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2034.0,允強,120492.0,僅母公司,0.99,產品,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2038.0,海光,97145.0,工業水使用,8.8,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2049.0,上銀,673357.0,100%營運控制權，包含上銀科技股份有限公司(營運總部、台中廠區、雲林廠區及嘉義廠區),30.2,百萬元營業額,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2059.0,川湖,53857.0,母公司,0.0162,平方公尺產品表面積,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2062.0,橋椿,122570.0,母公司,37.48,產品,ISO 14001,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2069.0,運錩,9657.0,僅母公司所有廠區,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2101.0,南港,89216.0,2022年總用水量,2.8981,產品,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2102.0,泰豐,125045.0,僅母公司,9.42,每噸產品,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2103.0,台橡,5550000.0,合併財務報表之母子公司,10.28,產品,ISO 14001,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2104.0,國際中橡,1387189.0,國際中橡100%持有之子公司林園先進。,16.2,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2105.0,正新,754751.0,母公司,6.02,產品,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2106.0,建大,300857.0,台灣地區,7.7906,百萬元營業額,ISO 14001,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2107.0,厚生,30036.0,厚生 桃園廠,15.505,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2108.0,南帝,479040.0,僅母公司,3554.5,產量千噸,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2109.0,華豐,369828.0,人工抄錶流量計,68.31,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2114.0,鑫永銓,13859.0,母公司,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2115.0,六暉-KY,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2201.0,裕隆,285798.91,裕隆汽車製造(股)公司三義廠區,12.7532,百萬營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2204.0,中華,206996.0,占營運範圍比率100%,4.055,產品,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2206.0,三陽工業,435853.0,母公司(新竹廠),12.1465,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2207.0,和泰車,16499.0,母公司,29.3,人數,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2208.0,台船,520958.0,台船高雄廠和基隆廠彙計,520958.0,"24,790,337千元產值",Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2211.0,長榮鋼,58760.0,僅母公司(長榮鋼鐵),5.1367,百萬元營業額,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2227.0,裕日車,1500.0,母公司,4.0872,每年人均用水量 (公噸-水 /人),Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2228.0,劍麟,20754.0,僅母公司,12.6858,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2231.0,為升,23135.0,2022年01~12月,0.0,,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2233.0,宇隆,14834.0,僅母公司,0.0,,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2236.0,百達-KY,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2239.0,英利-KY,0.0,nan,0.0,,Unknown,0.000591715976331361,無漂綠跡象,高風險,正常
上市,2022,2241.0,艾姆勒,79374.0,母公司,0.0785,產品,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2243.0,宏旭-KY,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
上市,2022,2247.0,汎德永業,83391.43,合併財報之母子公司,1.89,百萬元營業額,Unknown,0.0008875739644970415,無漂綠跡象,高風險,正常
上市,2022,2250.0,IKKA-KY,0.0,nan,0.0,,Unknown,0.0002958579881656805,無漂綠跡象,高風險,正常
