市場別,報告年度,公司代號,公司名稱,薪酬委員會席次,薪酬委員會獨立董事席次,薪酬委員會出席率,審計委員會席次,審計委員會出席率,網絡中心性,風險等級,漂綠標籤,異常標籤
上市,2023,2338,光罩,4,3,1.0,3,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2340,台亞,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2342,茂矽,4,4,0.9333,4,0.8571,0.0005452562704471102,中風險,正常,正常
上市,2023,2344,華邦電,4,4,1.0,4,0.875,0.0005452562704471102,中風險,正常,正常
上市,2023,2345,智邦,3,2,1.0,4,0.95,0.0005452562704471102,低風險,正常,正常
上市,2023,2347,聯強,3,3,0.8333,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,2348,海悅,4,4,0.9167,4,0.9722,0.0005452562704471102,中風險,正常,正常
上市,2023,2349,錸德,0,3,0.875,3,1.0,0.0005452562704471102,低風險,正常,異常
上市,2023,2351,順德,3,3,1.0,4,0.95,0.0005452562704471102,低風險,正常,正常
上市,2023,2352,佳世達,5,5,1.0,5,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,2353,宏碁,3,3,0.9286,4,0.9545,0.0005452562704471102,低風險,正常,正常
上市,2023,2354,鴻準,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2355,敬鵬,3,3,0.9167,3,0.9524,0.0005452562704471102,低風險,正常,正常
上市,2023,2356,英業達,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2357,華碩,3,3,1.0,5,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2359,所羅門,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2360,致茂,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2362,藍天,3,2,1.0,2,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2363,矽統,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2364,倫飛,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2365,昆盈,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2367,燿華,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2368,金像電,3,3,1.0,4,0.9394,0.0005452562704471102,低風險,正常,正常
上市,2023,2369,菱生,3,3,0.83,3,0.93,0.0005452562704471102,低風險,正常,正常
上市,2023,2371,大同,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2373,震旦行,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2374,佳能,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2375,凱美,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2376,技嘉,3,3,1.0,5,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2377,微星,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2379,瑞昱,3,3,1.0,3,0.8333,0.0005452562704471102,低風險,正常,正常
上市,2023,2380,虹光,3,3,1.0,4,0.8214,0.0005452562704471102,低風險,正常,正常
上市,2023,2382,廣達,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2383,台光電,3,3,0.8333,3,0.9444,0.0005452562704471102,低風險,正常,正常
上市,2023,2385,群光,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2387,精元,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2388,威盛,5,4,0.8,4,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,2390,云辰,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2392,正崴,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2393,億光,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2395,研華,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2397,友通,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2399,映泰,3,3,0.9167,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,2401,凌陽,4,4,1.0,4,0.9688,0.0005452562704471102,中風險,正常,正常
上市,2023,2402,毅嘉,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2404,漢唐,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2405,輔信,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2406,國碩,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2408,南亞科,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2409,友達,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2412,中華電,3,3,0.9533,5,0.98,0.0005452562704471102,低風險,正常,正常
上市,2023,2413,環科,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2414,精技,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2415,錩新,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2417,圓剛,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2419,仲琦,3,3,0.8333,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,2420,新巨,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2421,建準,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2423,固緯,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2424,隴華,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2425,承啟,4,4,0.9166,4,0.875,0.0005452562704471102,中風險,正常,正常
上市,2023,2426,鼎元,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2427,三商電,5,4,0.88,4,0.9,0.0005452562704471102,中風險,正常,異常
上市,2023,2428,興勤,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2429,銘旺科,3,3,0.923,3,0.9259,0.0005452562704471102,低風險,正常,正常
上市,2023,2430,燦坤,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2431,聯昌,3,3,0.8571,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,2432,倚天酷碁-創,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2433,互盛電,3,3,1.0,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,2434,統懋,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2436,偉詮電,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2438,翔耀,3,3,0.75,3,0.75,0.0005452562704471102,低風險,正常,正常
上市,2023,2439,美律,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2440,太空梭,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2441,超豐,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2442,新美齊,3,2,0.9286,3,0.9524,0.0005452562704471102,低風險,正常,正常
上市,2023,2444,兆勁,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2449,京元電子,4,3,1.0,3,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2450,神腦,5,5,1.0,5,0.96,0.0005452562704471102,中風險,正常,異常
上市,2023,2451,創見,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2453,凌群,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2454,聯發科,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2455,全新,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2457,飛宏,4,4,1.0,4,0.9667,0.0005452562704471102,中風險,正常,正常
上市,2023,2458,義隆,3,3,0.917,4,0.917,0.0005452562704471102,低風險,正常,正常
上市,2023,2459,敦吉,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2460,建通,3,3,0.8333,3,0.8333,0.0005452562704471102,低風險,正常,正常
上市,2023,2461,光群雷,3,3,1.0,4,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,2462,良得電,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2464,盟立,3,2,1.0,2,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2465,麗臺,3,3,1.0,4,0.8636,0.0005452562704471102,低風險,正常,正常
上市,2023,2466,冠西電,3,3,1.0,3,0.9166,0.0005452562704471102,低風險,正常,正常
上市,2023,2467,志聖,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2468,華經,3,3,0.9167,3,0.9286,0.0005452562704471102,低風險,正常,正常
上市,2023,2471,資通,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2472,立隆電,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2474,可成,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2476,鉅祥,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2477,美隆電,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2478,大毅,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2480,敦陽科,4,4,1.0,4,0.9375,0.0005452562704471102,中風險,正常,正常
上市,2023,2481,強茂,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2482,連宇,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2483,百容,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2484,希華,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2485,兆赫,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2486,一詮,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2488,漢平,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2489,瑞軒,3,3,1.0,4,0.9575,0.0005452562704471102,低風險,正常,正常
上市,2023,2491,吉祥全,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2492,華新科,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2493,揚博,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2495,普安,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2496,卓越,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2497,怡利電,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2498,宏達電,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2501,國建,3,3,1.0,3,0.9,0.0005452562704471102,低風險,正常,正常
上市,2023,2504,國產,4,4,1.0,4,0.9375,0.0005452562704471102,中風險,正常,正常
上市,2023,2505,國揚,3,3,0.8333,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,2506,太設,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2509,全坤建,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2511,太子,5,5,1.0,5,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,2514,龍邦,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2515,中工,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2516,新建,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2520,冠德,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2524,京城,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2527,宏璟,3,3,0.8333,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2528,皇普,3,3,0.8333,4,0.9091,0.0005452562704471102,低風險,正常,正常
上市,2023,2530,華建,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2534,宏盛,3,3,0.6667,3,0.9583,0.0005452562704471102,低風險,正常,正常
上市,2023,2535,達欣工,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2536,宏普,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2537,聯上發,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2538,基泰,5,3,0.9,3,0.8571,0.0005452562704471102,中風險,正常,異常
上市,2023,2539,櫻花建,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2540,愛山林,3,3,1.0,3,0.875,0.0005452562704471102,低風險,正常,正常
上市,2023,2542,興富發,3,2,1.0,3,0.9412,0.0005452562704471102,低風險,正常,正常
上市,2023,2543,皇昌,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2545,皇翔,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2546,根基,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2547,日勝生,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2548,華固,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2597,潤弘,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2601,益航,4,4,0.8,4,0.9024,0.0005452562704471102,中風險,正常,正常
上市,2023,2603,長榮,3,3,0.8889,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2605,新興,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2606,裕民,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2607,榮運,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2608,嘉里大榮,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2609,陽明,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2610,華航,3,2,0.9333,3,0.8667,0.0005452562704471102,低風險,正常,正常
上市,2023,2611,志信,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2612,中航,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2613,中櫃,3,2,0.9167,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2614,東森,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2615,萬海,3,2,1.0,3,0.95,0.0005452562704471102,低風險,正常,正常
上市,2023,2616,山隆,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2617,台航,3,3,1.0,3,0.8889,0.0005452562704471102,低風險,正常,正常
上市,2023,2618,長榮航,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2630,亞航,4,4,1.0,4,0.9583,0.0005452562704471102,中風險,正常,正常
上市,2023,2633,台灣高鐵,4,4,1.0,5,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2634,漢翔,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2636,台驊投控,3,3,1.0,1,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2637,慧洋-KY,5,5,0.8667,5,0.9333,0.0005452562704471102,中風險,正常,異常
上市,2023,2642,宅配通,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2645,長榮航太,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2701,萬企,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2702,華園,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2704,國賓,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2705,六福,3,3,1.0,4,0.95,0.0005452562704471102,低風險,正常,正常
上市,2023,2706,第一店,2,2,1.0,2,1.0,0.0005452562704471102,低風險,正常,異常
上市,2023,2707,晶華,3,3,0.8889,3,0.8333,0.0005452562704471102,低風險,正常,正常
上市,2023,2712,遠雄來,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2722,夏都,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2723,美食-KY,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,2727,王品,4,4,0.8571,4,0.7857,0.0005452562704471102,中風險,正常,正常
上市,2023,2731,雄獅,3,3,1.0,3,0.8824,0.0005452562704471102,低風險,正常,正常
上市,2023,2739,寒舍,4,4,0.9,4,0.8824,0.0005452562704471102,中風險,正常,正常
上市,2023,2748,雲品,3,3,1.0,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,2753,八方雲集,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2762,世界健身-KY,4,4,1.0,4,0.9565,0.0005452562704471102,中風險,正常,正常
上市,2023,2801,彰銀,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2809,京城銀,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2812,台中銀,3,3,1.0,4,0.98,0.0005452562704471102,低風險,正常,正常
上市,2023,2816,旺旺保,3,3,0.01,3,0.01,0.0005452562704471102,低風險,正常,正常
上市,2023,2820,華票,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2832,台產,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2834,臺企銀,5,5,1.0,5,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,2836,高雄銀,3,3,1.0,3,0.9394,0.0005452562704471102,低風險,正常,正常
上市,2023,2838,聯邦銀,3,2,1.0,3,0.8889,0.0005452562704471102,低風險,正常,正常
上市,2023,2845,遠東銀,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2849,安泰銀,3,3,1.0,3,0.9,0.0005452562704471102,低風險,正常,正常
上市,2023,2850,新產,3,2,0.9167,3,0.9444,0.0005452562704471102,低風險,正常,正常
上市,2023,2851,中再保,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2852,第一保,3,2,0.9167,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2855,統一證,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2867,三商壽,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2880,華南金,4,4,0.9722,4,0.9583,0.0005452562704471102,中風險,正常,正常
上市,2023,2881,富邦金,5,5,1.0,5,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,2882,國泰金,3,3,1.0,5,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2883,開發金,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2884,玉山金,5,5,1.0,5,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,2885,元大金,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2886,兆豐金,3,3,1.0,5,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2887,台新金,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2888,新光金,3,3,0.967,3,0.979,0.0005452562704471102,低風險,正常,正常
上市,2023,2889,國票金,5,4,0.9048,4,0.9375,0.0005452562704471102,中風險,正常,異常
上市,2023,2890,永豐金,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2891,中信金,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2892,第一金,3,3,1.0,5,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2897,王道銀行,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2901,欣欣,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2903,遠百,3,2,1.0,3,0.8333,0.0005452562704471102,低風險,正常,正常
上市,2023,2904,匯僑,3,2,1.0,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,2905,三商,3,3,0.75,4,0.8438,0.0005452562704471102,低風險,正常,正常
上市,2023,2906,高林,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2908,特力,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2910,統領,3,3,1.0,3,0.9091,0.0005452562704471102,低風險,正常,正常
上市,2023,2911,麗嬰房,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2912,統一超,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2913,農林,4,4,0.9375,4,0.9722,0.0005452562704471102,中風險,正常,正常
上市,2023,2915,潤泰全,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2923,鼎固-KY,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,2929,淘帝-KY,3,3,1.0,3,0.03,0.0005452562704471102,低風險,正常,正常
上市,2023,2939,凱羿-KY,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,2945,三商家購,3,3,0.75,3,0.8,0.0005452562704471102,低風險,正常,正常
上市,2023,3002,歐格,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3003,健和興,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3004,豐達科,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3005,神基,3,3,1.0,4,0.95,0.0005452562704471102,低風險,正常,正常
上市,2023,3006,晶豪科,4,4,1.0,4,0.9583,0.0005452562704471102,中風險,正常,正常
上市,2023,3008,大立光,3,3,1.0,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,3010,華立,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3011,今皓,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3013,晟銘電,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3014,聯陽,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3015,全漢,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3016,嘉晶,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3017,奇鋐,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3018,隆銘綠能,3,3,1.0,3,0.9048,0.0005452562704471102,低風險,正常,正常
上市,2023,3019,亞光,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3021,鴻名,3,3,1.0,5,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3022,威強電,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3023,信邦,4,2,1.0,3,0.96,0.0005452562704471102,中風險,正常,正常
上市,2023,3024,憶聲,3,3,0.9167,3,0.8667,0.0005452562704471102,低風險,正常,正常
上市,2023,3025,星通,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3026,禾伸堂,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3027,盛達,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3028,增你強,3,3,1.0,4,0.9286,0.0005452562704471102,低風險,正常,正常
上市,2023,3029,零壹,3,3,1.0,3,0.9524,0.0005452562704471102,低風險,正常,正常
上市,2023,3030,德律,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3031,佰鴻,4,4,1.0,4,0.9375,0.0005452562704471102,中風險,正常,正常
上市,2023,3032,偉訓,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3033,威健,3,2,1.0,3,0.9583,0.0005452562704471102,低風險,正常,正常
上市,2023,3034,聯詠,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3035,智原,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3036,文曄,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3037,欣興,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3038,全台,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3040,遠見,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3041,揚智,2,2,1.0,2,1.0,0.0005452562704471102,低風險,正常,異常
上市,2023,3042,晶技,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,3043,科風,3,2,0.67,4,0.81,0.0005452562704471102,低風險,正常,正常
上市,2023,3044,健鼎,3,3,0.8889,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,3045,台灣大,5,5,1.0,5,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,3046,建碁,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3047,訊舟,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3048,益登,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3049,精金,4,4,1.0,4,0.86,0.0005452562704471102,中風險,正常,正常
上市,2023,3050,鈺德,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3051,力特,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3052,夆典,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3054,立萬利,4,4,1.0,4,0.9091,0.0005452562704471102,中風險,正常,正常
上市,2023,3055,蔚華科,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3056,富華新,3,3,1.0,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,3057,喬鼎,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3058,立德,3,3,0.8667,4,0.9375,0.0005452562704471102,低風險,正常,正常
上市,2023,3059,華晶科,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3060,銘異,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3062,建漢,4,4,0.875,4,0.875,0.0005452562704471102,中風險,正常,正常
上市,2023,3090,日電貿,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3092,鴻碩,3,3,1.0,3,0.9524,0.0005452562704471102,低風險,正常,正常
上市,2023,3094,聯傑,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3130,一零四,3,3,0.9524,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,3138,耀登,3,3,0.9333,4,0.9583,0.0005452562704471102,低風險,正常,正常
上市,2023,3149,正達,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3150,鈺寶-創,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3164,景岳,3,3,1.0,4,0.9286,0.0005452562704471102,低風險,正常,正常
上市,2023,3167,大量,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
