市場別,報告年度,公司代號,公司名稱,薪酬委員會席次,薪酬委員會獨立董事席次,薪酬委員會出席率,審計委員會席次,審計委員會出席率,網絡中心性,風險等級,漂綠標籤,異常標籤
上市,2023,3168,眾福科,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3189,景碩,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3209,全科,3,3,0.94,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3229,晟鈦,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3231,緯創,3,3,0.89,5,0.9,0.0005452562704471102,低風險,正常,正常
上市,2023,3257,虹冠電,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3266,昇陽,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3296,勝德,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3305,昇貿,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3308,聯德,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3311,閎暉,3,3,0.9167,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,3312,弘憶股,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3321,同泰,3,3,0.7778,3,0.8667,0.0005452562704471102,低風險,正常,正常
上市,2023,3338,泰碩,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3346,麗清,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3356,奇偶,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3376,新日興,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3380,明泰,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3406,玉晶光,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3413,京鼎,3,3,1.0,4,0.85,0.0005452562704471102,低風險,正常,正常
上市,2023,3416,融程電,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3419,譁裕,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3432,台端,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3437,榮創,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3443,創意,5,5,1.0,5,0.95,0.0005452562704471102,中風險,正常,異常
上市,2023,3447,展達,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3450,聯鈞,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3454,晶睿,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3481,群創,3,3,1.0,5,0.95,0.0005452562704471102,低風險,正常,正常
上市,2023,3494,誠研,3,2,0.01,3,0.0079,0.0005452562704471102,低風險,正常,正常
上市,2023,3501,維熹,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3504,揚明光,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3515,華擎,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3518,柏騰,3,3,1.0,3,0.8667,0.0005452562704471102,低風險,正常,正常
上市,2023,3528,安馳,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3530,晶相光,4,4,0.9167,4,0.9286,0.0005452562704471102,中風險,正常,正常
上市,2023,3532,台勝科,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3533,嘉澤,3,3,1.0,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,3535,晶彩科,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3543,州巧,3,3,1.0,4,0.9375,0.0005452562704471102,低風險,正常,正常
上市,2023,3545,敦泰,3,3,1.0,4,0.9583,0.0005452562704471102,低風險,正常,正常
上市,2023,3550,聯穎,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3557,嘉威,3,2,0.9375,2,0.9231,0.0005452562704471102,低風險,正常,正常
上市,2023,3563,牧德,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3576,聯合再生,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3583,辛耘,3,3,0.8333,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,3588,通嘉,4,4,0.9375,4,0.9643,0.0005452562704471102,中風險,正常,正常
上市,2023,3591,艾笛森,4,4,1.0,4,0.9583,0.0005452562704471102,中風險,正常,正常
上市,2023,3592,瑞鼎,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3593,力銘,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3596,智易,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3605,宏致,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3607,谷崧,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3617,碩天,3,3,0.9167,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,3622,洋華,3,3,0.83,3,0.8,0.0005452562704471102,低風險,正常,正常
上市,2023,3645,達邁,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3652,精聯,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3653,健策,3,3,0.8889,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,3661,世芯-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3665,貿聯-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3669,圓展,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3673,TPK-KY,3,3,1.0,3,0.9815,0.0005452562704471102,低風險,正常,正常
上市,2023,3679,新至陞,3,3,1.0,3,0.9444,0.0005452562704471102,低風險,正常,正常
上市,2023,3686,達能,3,3,1.0,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,3694,海華,3,3,0.8333,3,0.8333,0.0005452562704471102,低風險,正常,正常
上市,2023,3701,大眾控,3,3,1.0,4,0.96,0.0005452562704471102,低風險,正常,正常
上市,2023,3702,大聯大,4,4,0.95,4,0.9792,0.0005452562704471102,中風險,正常,正常
上市,2023,3703,欣陸,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3704,合勤控,3,2,1.0,2,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3705,永信,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3706,神達,3,3,0.889,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,3708,上緯投控,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,3711,日月光投控,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3712,永崴投控,3,2,1.0,2,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3714,富采,3,3,1.0,5,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,3715,定穎投控,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4104,佳醫,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4106,雃博,3,3,0.8889,5,0.95,0.0005452562704471102,低風險,正常,正常
上市,2023,4108,懷特,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4119,旭富,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4133,亞諾法,3,3,0.9167,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,4137,麗豐-KY,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4142,國光生,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4148,全宇生技-KY,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4155,訊映,4,4,1.0,4,0.9775,0.0005452562704471102,中風險,正常,正常
上市,2023,4164,承業醫,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4190,佐登-KY,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4306,炎洲,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4414,如興,3,3,1.0,3,0.971,0.0005452562704471102,低風險,正常,正常
上市,2023,4426,利勤,3,3,0.83,3,0.92,0.0005452562704471102,低風險,正常,正常
上市,2023,4438,廣越,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4439,冠星-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4440,宜新實業,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4526,東台,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4532,瑞智,3,3,0.8333,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,4536,拓凱,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4540,全球傳動,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4545,銘鈺,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4551,智伸科,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4552,力達-KY,3,3,0.99,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4555,氣立,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4557,永新-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4560,強信-KY,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4562,穎漢,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4564,元翎,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4566,時碩工業,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4569,六方科-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4571,鈞興-KY,3,3,1.0,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,4572,駐龍,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4576,大銀微系統,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4581,光隆精密-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4583,台灣精銳,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4588,玖鼎電力,4,4,1.0,4,0.9615,0.0005452562704471102,中風險,正常,正常
上市,2023,4720,德淵,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4722,國精化,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4736,泰博,3,3,1.0,4,0.9375,0.0005452562704471102,低風險,正常,正常
上市,2023,4737,華廣,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4739,康普,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4746,台耀,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4755,三福化,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4763,材料-KY,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4764,雙鍵,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4766,南寶,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4770,上品,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4771,望隼,3,3,1.0,3,0.9524,0.0005452562704471102,低風險,正常,正常
上市,2023,4807,日成-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4904,遠傳,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4906,正文,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4912,聯德控股-KY,5,5,1.0,5,0.9667,0.0005452562704471102,中風險,正常,異常
上市,2023,4915,致伸,4,100,1.0,5,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4916,事欣科,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4919,新唐,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4927,泰鼎-KY,3,2,1.0,4,0.958,0.0005452562704471102,低風險,正常,正常
上市,2023,4930,燦星網,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4934,太極,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4935,茂林-KY,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4938,和碩,3,3,1.0,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,4942,嘉彰,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4943,康控-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4949,有成精密,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4952,凌通,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4956,光鋐,3,3,1.0,4,0.9286,0.0005452562704471102,低風險,正常,正常
上市,2023,4958,臻鼎-KY,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4960,誠美材,5,3,1.0,3,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,4961,天鈺,3,3,0.917,4,0.952,0.0005452562704471102,低風險,正常,正常
上市,2023,4967,十銓,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4968,立積,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,4976,佳凌,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4977,眾達-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4989,榮科,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,4994,傳奇,3,3,0.9167,4,0.95,0.0005452562704471102,低風險,正常,正常
上市,2023,4999,鑫禾,4,4,0.9375,4,0.9,0.0005452562704471102,中風險,正常,正常
上市,2023,5007,三星,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5203,訊連,3,3,0.8889,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,5215,科嘉-KY,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,5222,全訊,4,4,1.0,4,0.95,0.0005452562704471102,中風險,正常,正常
上市,2023,5225,東科-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5234,達興材料,4,4,0.8571,4,0.9286,0.0005452562704471102,中風險,正常,正常
上市,2023,5243,乙盛-KY,3,3,0.9167,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,5244,弘凱,4,4,1.0,4,0.95,0.0005452562704471102,中風險,正常,正常
上市,2023,5258,虹堡,3,3,0.8889,3,0.875,0.0005452562704471102,低風險,正常,正常
上市,2023,5269,祥碩,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5283,禾聯碩,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5284,jpp-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5285,界霖,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5288,豐祥-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5292,華懋,3,3,0.9333,3,0.9444,0.0005452562704471102,低風險,正常,正常
上市,2023,5306,桂盟,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5388,中磊,4,3,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,5434,崇越,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5469,瀚宇博,3,2,0.9167,4,0.9286,0.0005452562704471102,低風險,正常,正常
上市,2023,5471,松翰,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5484,慧友,3,3,1.0,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,5515,建國,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5519,隆大,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5521,工信,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5522,遠雄,3,3,0.9333,3,0.9433,0.0005452562704471102,低風險,正常,正常
上市,2023,5525,順天,3,3,0.8333,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5531,鄉林,3,3,0.8333,3,0.8333,0.0005452562704471102,低風險,正常,正常
上市,2023,5533,皇鼎,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5534,長虹,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,5538,東明-KY,4,4,0.8571,4,0.9412,0.0005452562704471102,中風險,正常,正常
上市,2023,5546,永固-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5607,遠雄港,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5608,四維航,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5706,鳳凰,3,3,0.03,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5871,中租-KY,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5876,上海商銀,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5880,合庫金,5,5,1.0,5,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,5906,台南-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,5907,大洋-KY,3,3,1.0,3,0.9524,0.0005452562704471102,低風險,正常,正常
上市,2023,6005,群益證,3,2,1.0,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,6024,群益期,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6108,競國,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6112,邁達特,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6115,鎰勝,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6116,彩晶,3,2,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6117,迎廣,3,2,0.9,2,0.8333,0.0005452562704471102,低風險,正常,正常
上市,2023,6120,達運,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6128,上福,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6133,金橋,3,3,1.0,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,6136,富爾特,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6139,亞翔,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6141,柏承,2,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,異常
上市,2023,6142,友勁,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6152,百一,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6153,嘉聯益,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6155,鈞寶,3,3,0.8333,3,0.8333,0.0005452562704471102,低風險,正常,正常
上市,2023,6164,華興,3,3,0.83,4,0.88,0.0005452562704471102,低風險,正常,正常
上市,2023,6165,浪凡,3,3,1.0,4,0.9286,0.0005452562704471102,低風險,正常,正常
上市,2023,6166,凌華,4,4,0.9167,4,0.875,0.0005452562704471102,中風險,正常,正常
上市,2023,6168,宏齊,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6176,瑞儀,4,4,1.0,4,0.95,0.0005452562704471102,中風險,正常,正常
上市,2023,6177,達麗,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6183,關貿,3,2,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6184,大豐電,3,3,0.8889,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,6189,豐藝,3,3,1.0,4,0.9643,0.0005452562704471102,低風險,正常,正常
上市,2023,6191,精成科,3,2,0.9583,4,0.9566,0.0005452562704471102,低風險,正常,正常
上市,2023,6196,帆宣,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6197,佳必琪,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6201,亞弘電,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6202,盛群,3,2,0.8333,2,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,6205,詮欣,4,4,1.0,4,0.97,0.0005452562704471102,中風險,正常,正常
上市,2023,6206,飛捷,3,3,1.0,3,0.9444,0.0005452562704471102,低風險,正常,正常
上市,2023,6209,今國光,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6213,聯茂,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6214,精誠,3,3,1.0,4,0.9048,0.0005452562704471102,低風險,正常,正常
上市,2023,6215,和椿,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6216,居易,3,3,0.8889,3,0.7778,0.0005452562704471102,低風險,正常,正常
上市,2023,6224,聚鼎,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6225,天瀚,3,3,0.6667,3,0.7222,0.0005452562704471102,低風險,正常,正常
上市,2023,6226,光鼎,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6230,尼得科超眾,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6235,華孚,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6239,力成,3,3,1.0,4,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,6243,迅杰,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6257,矽格,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6269,台郡,3,3,1.0,4,0.9583,0.0005452562704471102,低風險,正常,正常
上市,2023,6271,同欣電,3,3,1.0,3,0.9167,0.0005452562704471102,低風險,正常,正常
上市,2023,6277,宏正,5,3,1.0,4,1.0,0.0005452562704471102,中風險,正常,異常
上市,2023,6278,台表科,3,3,0.8333,4,0.9444,0.0005452562704471102,低風險,正常,正常
上市,2023,6281,全國電,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6282,康舒,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6283,淳安,3,3,1.0,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,6285,啟碁,4,4,0.9,4,0.9,0.0005452562704471102,中風險,正常,正常
上市,2023,6288,聯嘉,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6405,悅城,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6409,旭隼,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6412,群電,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6414,樺漢,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6415,矽力*-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6416,瑞祺電通,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6423,億而得-創,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6426,統新,3,3,1.0,3,0.94,0.0005452562704471102,低風險,正常,正常
上市,2023,6431,光麗-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6438,迅得,3,3,0.917,3,0.944,0.0005452562704471102,低風險,正常,正常
上市,2023,6442,光聖,4,3,1.0,3,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6443,元晶,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6446,藥華藥,4,3,1.0,3,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6449,鈺邦,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6451,訊芯-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6456,GIS-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6464,台數科,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6472,保瑞,3,3,0.9444,3,0.9111,0.0005452562704471102,低風險,正常,正常
上市,2023,6477,安集,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6491,晶碩,3,3,0.83,3,0.86,0.0005452562704471102,低風險,正常,正常
上市,2023,6504,南六,3,3,0.8333,3,0.9333,0.0005452562704471102,低風險,正常,正常
上市,2023,6505,台塑化,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6515,穎崴,4,4,0.9333,4,0.9583,0.0005452562704471102,中風險,正常,正常
上市,2023,6525,捷敏-KY,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6526,達發,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6531,愛普*,4,3,1.0,4,0.9643,0.0005452562704471102,中風險,正常,正常
上市,2023,6533,晶心科,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6534,正瀚-創,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6541,泰福-KY,3,3,1.0,3,0.9444,0.0005452562704471102,低風險,正常,正常
上市,2023,6550,北極星藥業-KY,3,2,0.9444,2,0.9375,0.0005452562704471102,低風險,正常,正常
上市,2023,6552,易華電,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6558,興能高,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6573,虹揚-KY,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6579,研揚,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6581,鋼聯,4,4,0.9167,4,0.9375,0.0005452562704471102,中風險,正常,正常
上市,2023,6582,申豐,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6585,鼎基,4,4,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
上市,2023,6591,動力-KY,3,3,1.0,4,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6592,和潤企業,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6598,ABC-KY,3,3,1.0,3,1.0,0.0005452562704471102,低風險,正常,正常
上市,2023,6605,帝寶,4,3,1.0,4,1.0,0.0005452562704471102,中風險,正常,正常
