報告年度:2021,議題:廢棄物管理,議題:水資源管理,議題:溫室氣體排放,議題:能源管理,報告年度:2022,報告年度:2023
,,,2.6585,,,宸鴻科技(廈門)有限公司、祥達光學(廈門)有限公司集美分公司；運輸中的間接溫室氣體排放、組織使用的產品的間接溫室氣體排放、與使用組織產品有關的間接溫室氣體排放
,,,8.2262,,,
,,,0.7000,,,
,,,0.9076,,,
,,,0.4621,,,母公司及部分合併財務報表之子公司 大眾全球投資控股股份有限公司、大眾電腦股份有限公司、英屬開曼群島商眾大科技股份有限公司台灣分公司、攸泰科技股份有限公司、睿剛電訊股份有限公司、廣上科技（廣州）有限公司、才眾電腦(深圳)有限公司
,,,0.0110,,,確信類別：上、下游運輸、商務差旅、採購商品/服務使用、銷售產品使用(限捷元之自有品牌產品)、下游資產租賃、銷售產品最終處理(限捷元之自有品牌產品)。 確信範圍：大聯大控股股份有限公司及部分合併財務報表之子公司(涵蓋部分臺灣地區、全部中國大陸地區及全部海外地區辦公室及自有倉庫)。
,,,1.7152,,,母公司及欣陸管顧公司
,,,0.2039,,,合勤投控及其子公司合勤科技、兆勤科技及盟創科技於台灣廠區
,,,3.8988,,,
,,,1.0451,,,(集團營收95%以上之主要據點) 神達控股股份有限公司，神達電腦股份有限公司，神雲科技股份有限公司，神達數位股份有限公司，昆達電腦科技（昆山）有限公司，璽達信息科技(昆山)有限公司，佛山市順德區順達電腦廠有限公司，MiTAC Information Systems Corp. 的非能源間接排放源，包括: 跨國產品運輸、員工交通車、跨國商務旅行、購買原料、廢棄物清運及處理。
,,,1.1577,,,
,,,0.0908,,,母公司個體(台北辦公室)(171.0377 tCO2e)，以及三大子公司廠區(9891845.49068 tCO2e)(包含日月光半導體製造股份有限公司高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、新加坡廠、馬來西亞廠、ISE Labs；矽品精密工業股份有限公司大豐廠、中山廠、中科廠、中科二廠、中工廠、新竹廠、彰化廠、蘇州廠；環電股份有限公司：南投廠、張江廠、昆山廠、金橋廠、惠州廠、墨西哥廠、越南廠。)
,,,0.0193,,,僅母公司
,,,12.7526,,,包含：富采、晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電
,,,12.0645,,,包含合併財務報表之母子公司
,,,0.1414,,,僅母公司
,,,,,,
,,,,,,
,,,8.8000,,,
,,,,,,
,,,,,,
,,,0.0094,,,
,,,,,,
,,,0.0456,,,
,,,0.1506,,,
,,,,,,
,,,19.8640,,,
,,,,,,
,,,"19,201.0000",,,
,,,,,,
,,,11.4447,,,
,,,13.1551,,,
,,,1.2200,,,
,,,1.9307,,,瑞智精密股份有限公司觀音厰。本公司採用營運控制權法，邊界內所涵蓋之所有排放源組織擁有百分之百溫室氣體排放及／或削減量的控制權。
,,,,,,
,,,3.3303,,,
,,,5.8414,,,
,,,132.5167,,,僅包含子公司浙江智泓科技有限公司
,,,2.4617,,,
,,,1.2631,,,僅母公司
,,,,,,
,,,,,,
,,,0.9843,,,
,,,28.7604,,,
,,,3.2270,,,盤查範疇包含臺灣廠區(新屋廠、幼獅廠、汐止辦公室)、無錫廠區、西安廠區等之員工通勤、商務差旅、廢棄物、燃料及能源上游使用量。
,,,6.0200,,,
,,,,,,
,,,,,,
,,,2.3800,,,母公司總部及二廠
,,,2.1833,,,
,,,5.3583,,,
,,,0.4011,,,
,,,0.8600,,,
,,,4.7300,,,
,,,,,,
,,,,,,母公司
,,,5.0100,,,
,,,8.1650,,,
,,,,,,三福化工之善化廠、柳科廠、高雄廠、台北辦公室、竹北辦公室
,,,17.9600,,,
,,,2.7218,,,
,,,2.7683,,,
,,,1.6865,,,
,,,5.0880,,,母公司
,,,2.9347,,,"1.重要子公司 Regal Jewelry Manufacture Co., Ltd. 2.重要子公司 Regal Plating Co., Ltd."
,,,3.6289,,,遠傳電信及合併報表子公司(含亞太電信)
,,,1.2010,,,台灣總部、昆山廠、常熟廠及越南廠
,,,0.0069,,,
,,,0.5532,,,上游運輸與配送、下游運輸與配送、商務旅行、員工通勤、購買的商品(原物料)、廠內廢棄物處理(含運輸)、資本財、電力燃料使用(上游)、產品使用、產品廢棄處理
,,,,,,
,,,3.9081,,,新唐科技股份有限公司(含合併財報子公司中之新唐日本)
,,,12.3800,,,合併財務報告子公司確信
,,,,,,
,,,13.2193,,,
,,,,,,台灣廠區
,,,0.2237,,,
,,,6.5432,,,
,,,,,,
,,,0.0026,,,
,,,0.3235,,,
,,,,,,
,,,2.9800,,,臻鼎科技控股股份有限公司及其合併財務報表之子公司(除Avary Technology (India) Private Limited、禮鼎半導體(深圳)有限公司、禮鼎半導體科技秦皇島有限公司及鵬鼎科技股份有限公司南科分公司)
,,,5.3920,,,
,,,0.0404,,,
,,,,,,
,,,0.1960,,,
,,,,,,
,,,,,,
,,,16.5424,,,李長榮科技股份有限公司銅箔廠
,,,,,,
,,,7.6333,,,
,,,2.9998,,,
,,,0.4188,,,
,,,,,,
,,,1.9542,,,
,,,1.5005,,,東聲惠州及其深圳分公司及越南EAVN
,,,1.8400,,,與公司財務報表相同，總公司(中科廠、中港廠)及子公司，其中子公司因無實際營運，經查證機構確認後排除於盤查範圍
,,,4.1571,,,
,,,,,,
,,,0.9779,,,母公司
,,,0.0943,,,
,,,,,,
,,,7.2113,,,"Upstream, downstream transportation & distribution, Business travel, wmployee commuting, used product."
,,,2.7537,,,
,,,22.4205,,,母公司開曼豐祥，子孫公司BVI、台灣豐祥、美國豐祥、香港豐祥及越南VPIC1
,,,0.0033,,,
,,,8.8684,,,
,,,0.4432,,,蘇州、菲律賓生產基地
,,,0.0400,,,母公司
,,,3.2358,,,瀚宇博德股份有限公司 
,,,0.6271,,,
,,,0.7402,,,
,,,,,,建國工程總公司辦公室以及三處工地(分別位於新北市土城區、台北市北投區、高雄市左營區)
,,,3.2471,,,
,,,0.2748,,,
,,,7.9504,,,包含合併財務報表之母子公司
,,,0.0738,,,
,,,0.1003,,,
,,,0.0176,,,
,,,0.0782,,,
,,,1.1057,,,
,,,,,,
,,,0.0055,,,
,,,105.2050,,,2023年永續報告書進行外部第三方查證，環境資訊涵蓋母公司（含總部辦公室及客輪1艘）、子孫公司營運船舶（含當年度出售之船舶），不包含合併財務報表之綠舞觀光飯店股份有限公司
,,,,,,
,,,0.1224,,,"1.類別3：商務旅行，共計819.465公噸CO2e。項目包含高鐵(台灣)；飛行、高鐵、計程車(中國大陸)。範圍包括：中租控股母公司個體(台灣內湖總公司)及台灣與中國大陸旗下公司，包括：台灣：中租迪和股份有限公司、合迪股份有限公司、仲信資融股份有限公司、中租汽車租賃股份有限公司、中租保險經紀人股份有限公司、中租能源開發股份有限公司共24個據點。中國大陸：仲利國際融資租賃有限公司、仲利國際貿易(上海)有限公司、仲津國際租賃有限公司、吉榮置業(上海)有限公司、仲利商業保理(上海)有限公司、仲瑞租賃(天津)有限公司、仲津商業保理(天津)有限公司共39個據點。  2.類別4：購買商品或服務、廢棄物處置與燃料和能源有關的活動，共計2,163.000公噸CO2e。購買商品項目包含影印紙；燃料和能源相關活動的排放，包括汽油上游與電力上游；廢棄物處置項目包含廢棄物運送及焚化。範圍：中租控股母公司個體(台灣內湖總公司)及台灣與中國大陸旗下公司，包括：台灣：中租迪和股份有限公司、合迪股份有限公司、仲信資融股份有限公司、中租汽車租賃股份有限公司、中租保險經紀人股份有限公司、中租能源開發股份有限公司共24個據點。中國大陸：仲利國際融資租賃有限公司、仲利國際貿易(上海)有限公司、仲津國際租賃有限公司、吉榮置業(上海)有限公司、仲利商業保理(上海)有限公司、仲瑞租賃(天津)有限公司、仲津商業保理(天津)有限公司共39個據點。"
,,,0.1702,,,1.涵蓋上母公司個體臺灣總行、各分行與辦事處（共118 個據點）。 2.員工通勤、商務旅行、電力上游、燃料上游、自來水、信用卡/金融卡生命週期排放、廢棄物處理等類別引用ISO 14064-1進行查證，共3618公噸CO2e。
,,,0.3663,,,經第三方查證的「範疇三」類別包含採購商品與服務、燃料與能源相關活動、上游運輸及配送、營運產生之廢棄物處理、商務差旅、下游運輸及配送、銷售產品使用、銷售產品終端處理等 8 種，涵蓋本公司335處全據點。
,,,,,,
,,,11.6534,,,
,,,0.4918,,,
,,,0.2722,,,
,,,13.7800,,,本公司其他間接排放量（範疇三，即由公司活動產生之排放，非屬能源間接排放，而係來自於其他公司所擁有或控制之排放源）
,,,0.1162,,,母公司及部分合併財報子公司，請詳見年報附表二之二之三
,,,3.3065,,,
,,,22.6464,,,母公司及子公司(南京瀚宇彩欣科技有限責任公司)
,,,2.5701,,,
,,,3.4089,,,盤查本公司及子公司上游能源/上游資源/固體和液體廢棄物運輸/固體和液體廢棄物處理
,,,1.3700,,,
,,,,,,
,,,,,,
,,,0.0246,,,
,,,2.7694,,,昆山子公司廠區
,,,1.7866,,,母公司
,,,1.7641,,,
,,,5.5970,,,
,,,,,,
,,,,,,
,,,,,,
,,,0.7343,,,
,,,4.2300,,,
,,,2.3952,,,
,,,0.0810,,,
,,,0.5702,,,
,,,2.1298,,,
,,,0.0183,,,僅母公司台北辦公室及桃園青埔倉儲。
,,,11.1973,,,
,,,0.1790,,,查證聲明之保證等級，為合理保證等級。
,,,,,,
,,,,,,
,,,0.4800,,,
,,,0.3262,,,
,,,0.7600,,,
,,,"12,283.0000",,,
,,,4.4753,,,聯茂電子股份有限公司台灣廠及中國廠區(無錫廠、東莞廠、廣州廠及江西廠)
,,,0.0988,,,僅母公司
,,,0.5205,,,
,,,0.5960,,,
,,,3.5296,,,
,,,,,,
,,,,,,
,,,0.2590,,,2023年度溫室氣體查證作業，於類別3溫室氣體排放採「有限保證」等級
,,,,,,
,,,8.1000,,,僅台灣地區力成科技
,,,,,,
,,,8.7764,,,北興廠、中興廠及湖口廠
,,,2.3390,,,
,,,7.5742,,,與合併報表一致
,,,0.6450,,,
,,,1.5020,,,
,,,0.9213,,,
,,,1.5588,,,"ISO14064-1, 包含康舒科技/奇岩大樓/淡水廠/武漢廠/東莞廠/菲律賓廠. 以及滬華/吳江廠/銅梁廠/康華廠"
,,,,,,
,,,0.5140,,,根據營運控制權法確定組織邊界，範疇三範圍涵蓋啓碁總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、啟基永昌（南京）、越南廠，其中美國、德國、英國以及日本子公司僅先盤查「商務差旅」類別。
,,,1.6900,,,母公司
,,,,,,
,,,18.1647,,,"1.旭隼科技股份有限公司及其子公司(旭隼集團)2023 年度合併報表母子公司溫室氣體範疇三 2.為""有限確信"""
,,,0.9100,,,台北總公司+東莞廠+蘇州廠+重慶廠
,,,0.0030,,,
,,,0.0000,,,
,,,0.7420,,,僅母公司
,,,,,,
,,,,,,
,,,,,,
,,,0.2841,,,母公司中壢廠及楊梅廠
,,,0.8417,,,
,,,7.2231,,,
,,,0.8600,,,
,,,,,,
,,,26.6141,,,中國廣東省中山市火炬開發區建業東路9號；增設一處經營場所具體為:中山市火炬開發區建業東路9號之一2棟 中國廣東省中山市火炬開發區建業東路9號之一1棟 中國廣東省中山市火炬開發區科技東路35號電子基地生活配套區第一期第2A幢 中國廣東省中山市火炬開發區科技東路35號電子基地生活配套區第一期第3A幢
,,,0.2085,,,同資料邊界
,,,2.6752,,,台灣數位光訊科技股份有限公司暨所屬營運公司
,,,2.0680,,,部分合併報表母子公司
,,,,,,
,,,,,,
,,,,,,
,,,34.0504,,,同資料邊界
,,,1.3100,,,
,,,7.6459,,,包含合併財務報表之母子公司
,,,,,,
,,,0.0887,,,
,,,0.5240,,,
,,,2.5726,,,正瀚生技股份有限公司企業總部暨研發中心（含宿舍）、彰濱廠、美國製造中心
,,,,,,
,,,,,,
,,,0.0411,,,
,,,7.1460,,,合併財務報表之母子公司
,,,,,,
,,,16.3034,,,僅母公司
,,,40.4276,,,僅母公司，本公司亦於永續報告書中揭露溫室氣體範疇三排放量，範疇三主要計算上游原料之運輸、上游能源之運輸、下游產物之運輸以及購買原料開採之排放共三類，排放量約6.1萬噸CO2e，排放比例約佔總排放量（範疇一至範疇三）之42%，排放比例趨近於一半。相關資訊請參閱鋼聯永續報告書（5.3營運生態效率）及企業社會責任網站（網址：https://www.tsutw.com.tw/tsucsr/index.php）。
,,,13.1847,,,母公司
,,,7.9640,,,
,,,,,,合併財務報表之母子公司
,,,0.0492,,,和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司共81個點
,,,,,,
,,,1.9392,,,
,,,,,,
,,,,,,
,,,0.3388,,,川源(中國)機械有限公司平湖廠區
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,170.2904,,,
,,,0.0671,,,包含合併財務報表之所有子(孫)公司(未計算「員工通勤」及「售出產品的加工」)
,,,0.9923,,,合理保證
,,,4.6720,,,
,,,3.7638,,,
,,,,,,
,,,0.1946,,,
,,,0.0238,,,台灣總公司、新竹、台中、台南營業據點
,,,0.3801,,,
,,,,,,
,,,3.2882,,,
,,,0.9622,,,
,,,0.2900,,,
,,,13.9200,,,
,,,4.1818,,,
,,,0.9128,,,
,,,0.1150,,,
,,,,,,
,,,,,,本公司個體
,,,,,,
,,,"583,499.0000",,,僅母公司
,,,,,,
,,,0.0281,,,
,,,0.2093,,,資料涵蓋範圍包含合併財務報表之母子公司
,,,0.0054,,,
,,,5.8098,,,采鈺公司新竹廠及龍潭廠
,,,19.7600,,,
,,,5.0207,,,
,,,,,,
,,,3.4700,,,
,,,0.0365,,,
,,,,,,
,,,3.9097,,,確信對象:正崴精密股份有限公司(內含集團子公司森崴能源股份有限公司，證書為集團式查證) 確信標準ISO14064-1:2018
,,,,,,
,,,,,,
,,,,,,
,,,4.0329,,,
,,,6.3843,,,
,,,2.0100,,,僅母公司
,,,,,,
,,,0.0191,,,僅母公司之臺北辦公室、臺南學甲區辦公室、臺南永康區辦公室、臺南佳里區宿舍
,,,0.0530,,,包含合併財務報表之母子公司
,,,3.0038,,,
,,,,,,範疇三僅包含母公司
,,,,,,
,,,0.3570,,,
,,,,,,
,,,,,,
,,,0.1757,,,含子公司
,,,,,,
,,,,,,
,,,,,,
,,,6.3510,,,
,,,,,,
,,,,,,
,,,1.2057,,,
,,,0.1006,,,
,,,4.8903,,,母公司含子公司(上海尖點與上海潤點)
,,,9.4822,,,新竹巿力行路6號及8號3-4樓、台中巿梧棲區建七路2號
,,,,,,
,,,3.2828,,,
,,,10.5000,,,
,,,2.9002,,,包含合併財務報表之母子公司，除子公司長華能源未取得外部查證，2023年度執行確信範圍占合併財務報告子公司總排放量之99.99%。
,,,,,,
,,,0.1788,,,
,,,,,,
,,,0.1317,,,
,,,13.0964,,,
,,,,,,
,,,19.0522,,,
,,,0.0047,,,
,,,0.7720,,,母公司
,,,14.6400,,,
,,,11.0500,,,112年度南茂集團所有廠區（含上海及美國子公司）
,,,12.3136,,,
,,,4.1259,,,達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠)
,,,1.1500,,,
,,,0.8000,,,確信範圍: 勤誠總部、嘉義廠、勤鋒廠
,,,12.9100,,,志超科技平鎮廠(母公司)、中國區子公司(無錫廠、中山廠、遂寧廠)
,,,2.4372,,,桃園廠區、雲林廠區及大陸廠區
,,,,,,
,,,0.0460,,,
,,,0.1942,,,
,,,0.2478,,,
,,,,,,
,,,4.6300,,,
,,,432.2200,,,
,,,14.1100,,,江蘇百宏複合材料科技股份有限公司(生活廢棄物處理、危險廢棄物處理及生產廢水汙泥處理)、東莞百宏實業有限公司(宿舍用電、生活廢棄物處理、危險廢棄物處理)、越南百宏責任有限公司(生活廢棄物處理、危險廢棄物處理及生產廢水汙泥處理)
,,,6.6213,,,
,,,7.2600,,,可寧衛、吉衛、大寧、岡聯事業、上評資源循環、大倉、可寧衛企業
,,,,,,
,,,5.7525,,,
,,,1.0000,,,
,,,,,,
,,,0.1390,,,momo 100% 營運控制據點及國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)
,,,6.3352,,,
,,,170.4053,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,0.3200,,,
,,,2.5269,,,
,,,,,,
,,,0.4740,,,
,,,,,,
,,,,,,
,,,141.7166,,,
,,,,,,
,,,1.8753,,,
,,,,,,
,,,,,,
,,,3.1827,,,母公司員工航空差旅項目
,,,6.0419,,,
,,,,,,
,,,7.5892,,,
,,,5.8763,,,
,,,2.5523,,,
,,,0.4398,,,
,,,,,,
,,,0.6030,,,
,,,1.0000,,,
,,,0.1006,,,
,,,1.8300,,,合理保證等級及5%實質性等級
,,,0.7857,,,台灣據點
,,,1.7393,,,
,,,1.2391,,,母公司
,,,0.2400,,,
,,,2.6636,,,
,,,,,,
,,,0.0000,,,
,,,12.1461,,,涵蓋母公司全台灣地區各廠(場)站
,,,,,,
,,,0.2068,,,中鼎工程100%所有營運據點
,,,,,,
,,,,,,
,,,0.2105,,,
,,,11.3128,,,本公司、越南百和公司、江蘇百宏公司、東莞百宏公司、越南百宏公司
,,,10.3150,,,台中廠、台中二廠、中港分公司、無菌飲料二廠、無菌飲料三廠
,,,0.7899,,,
,,,0.0650,,,
,,,,,,茂順公司第一~六廠、租賃廠
,,,6.4700,,,
,,,2.4560,,,母公司
,,,0.5414,,,
,,,,,,
,,,,,,
,,,0.7338,,,母公司個體盤查
,,,,驗證標準-取得驗證,,資料範圍-資料範圍
,,,,ISO 50001,,台灣及中國大陸水泥事業，包含台灣及中國大陸之水泥廠與營運辦公室、台灣製品廠(不含轄下發貨站)、萬青水泥、Hong Kong Cement
,,,,ISO 50001,,亞洲水泥個體公司
,,,,ISO 50001,,
,,,,其他(確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」),,母公司
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 50001,,
,,,,,,
,,,,,,大成長城各事業處
,,,,,,
,,,,,,南投肉食品加工廠、台中飼料廠、高雄飼料廠、雲林飼料廠
,,,,,,母公司
,,,,,,
,,,,,,食品廠
,,,,ISO 50001,,
,,,,,,
,,,,,,母公司
,,,,,,
,,,,,,
,,,,ISO 50001,,
,,,,,,僅母公司
,,,,,,
,,,,ISO 50001,,母公司(含台北總公司、中壢廠、斗六廠)
,,,,,,
,,,,,,宏亞八德廠
,,,,,,
,,,,,,母公司
,,,,ISO 50001,,僅母公司
,,,,ISO 50001,,高雄廠
,,,,ISO 50001,,華夏頭份總廠、台氯林園廠、華聚林園廠
,,,,,,合併財務報表之母子公司
,,,,ISO 50001,,林園廠
,,,,ISO 50001,,前鎮廠、林園廠、頭份廠及中山廠
,,,,,,高雄廠總用電量
,,,,,,
,,,,,,
,,,,ISO 50001,,生產廠區
,,,,,,母公司 
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,112年台化及台醋公司之台灣廠區資料
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 50001,,本公司生產事業21個生產據點
,,,,ISO 50001,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 50001,,台灣廠區
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 50001,,本公司個體
,,,,,,
,,,,,,
,,,,其他(能源管理人員合格證書),,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,包含合併財務報表之母子公司
,,,,,,
,,,,,,本公司
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 50001,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 50001,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 50001,,包含合併財務報表之母子公司
